code_commune,id_question,id_service,nom_service,description,url_lien
35139,29,32,Observatoire.covoiturage.gouv.fr,"Découvrez sur le site de l'Observatoire national du covoiturage quotidien combien de trajets en covoiturage courte distance ont été réalisés au cours du dernier mois depuis ou vers Laillé, ainsi que les caractéristiques de ces déplacements&nbsp;: nombre de passagers par véhicule, jours, horaires, origines, destinations... Notez que les chiffres présentés ne prennent en compte que les trajets organisés par l'intermédiaire de plateformes de covoiturage courte distance, qui ne représentent qu'une fraction des trajets covoiturés.",https://observatoire.covoiturage.gouv.fr/observatoire/territoire/?code=35139&type=com
35200,6,9,Sispea,"Le site Sispea de l'Observatoire national des services d'eau et d'assainissement vous informe sur les services d'eau potable et d'assainissement à Moutiers&nbsp;: gestionnaire, mode de gestion, évolution des prix depuis&nbsp;2008, qualité de l'eau.",https://www.services.eaufrance.fr/commune/35200/
35024,2,3,Géoportail de l’urbanisme – carte interactive,"La carte interactive du Géoportail de l’urbanisme propose une représentation visuelle des règles définies par les documents d’urbanisme en vigueur à Betton, et des servitudes applicables. Elle permet aussi de télécharger ces documents.",https://www.geoportail-urbanisme.gouv.fr/map/#tile=1&lon=-1.64645697730758&lat=48.181254502447800&zoom=13&mlon=-1.652576&mlat=48.179710
35189,17,39,Signal Logement – informations bailleurs,"Si vous êtes propriétaire ou bailleur d'un logement non décent, vous ne pouvez plus mettre en location votre logement. Pour vous aider à faire face à cette situation et remédier aux désordres constatés, différents dispositifs d'accompagnement ou d'aides financières peuvent exister selon votre profil.",https://signal-logement.beta.gouv.fr/blog/quelles-aides-pour-faire-des-travaux-dans-mon-logement/
35180,24,25,Vigicrues – bulletin de vigilance crues,"Le bulletin de vigilance crues indique le niveau de vigilance maximum dans le territoire Vilaine-Côtiers Bretons, dont relève Miniac-sous-Bécherel. Le cas échéant, il précise la chronologie et l'évolution des crues, informe de leurs conséquences possibles et fournit des conseils de comportement définis par les pouvoirs publics en fonction du danger susceptible de se produire.",https://www.vigicrues.gouv.fr/bulletin_local/8
35216,48,57,Dynmark,"Sous réserve d'un nombre de ventes suffisant, le site Dynmark du Cerema permet de visualiser l'évolution depuis 2010 du prix de vente médian au m<sup>2</sup> pour un appartement ou une maison située à Parthenay-de-Bretagne. En naviguant sur la page, vous pourrez consulter d'autres indicateurs de la dynamique du marché de l'immobilier à Parthenay-de-Bretagne, comme le nombre de ventes ou, en sélectionnant l'analyse <q>&nbsp;Activité du marché&nbsp;</q>, la part de logements ayant fait l'objet d'une vente. Dynmark propose aussi des représentations cartographiques à l'échelle intercommunale et permet d'effectuer des comparaisons entre territoires.",https://dataviz.cerema.fr/dynmark/?perimetre=comm&codeinsee=35216
35170,17,39,Signal Logement – informations bailleurs,"Si vous êtes propriétaire ou bailleur d'un logement non décent, vous ne pouvez plus mettre en location votre logement. Pour vous aider à faire face à cette situation et remédier aux désordres constatés, différents dispositifs d'accompagnement ou d'aides financières peuvent exister selon votre profil.",https://signal-logement.beta.gouv.fr/blog/quelles-aides-pour-faire-des-travaux-dans-mon-logement/
35315,17,39,Signal Logement – informations bailleurs,"Si vous êtes propriétaire ou bailleur d'un logement non décent, vous ne pouvez plus mettre en location votre logement. Pour vous aider à faire face à cette situation et remédier aux désordres constatés, différents dispositifs d'accompagnement ou d'aides financières peuvent exister selon votre profil.",https://signal-logement.beta.gouv.fr/blog/quelles-aides-pour-faire-des-travaux-dans-mon-logement/
35190,5,8,Stop-Punaises – signalement,"Le site Stop-Punaises est le site officiel de l'administration française pour lutter contre les infestations de punaises de lit. Sur le site Stop-Punaises, vous pouvez solliciter l’envoi par e-mail d’un protocole d’auto-traitement de votre logement ou demander l'intervention d'une entreprise labellisée spécialisée dans la détection ou la désinfestation, active sur votre département. On vous explique aussi comment reconnaître des punaises de lit, comment vous en prémunir, comment évaluer le niveau d’infestation de votre logement, ou encore comment vous en débarrasser ou qui doit payer la désinfestation éventuelle.
",http://stop-punaises.gouv.fr/
35206,27,30,Nos Gestes Climat,"Nos Gestes Climat, service public de l'ADEME, vous permet d'estimer en quelques minutes votre empreinte carbone et votre empreinte eau grâce à un test gratuit et sans inscription. Vous obtenez le détail des émissions de gaz à effet de serre liées à vos déplacements, votre alimentation, votre logement et vos achats, ainsi qu'un ordre de grandeur de votre consommation d'eau. À l'issue du test, un parcours d'actions personnalisées vous propose des gestes concrets pour réduire votre empreinte, adaptés à vos habitudes, à vos moments de vie, aux domaines où vous souhaitez agir en priorité et au niveau d'effort que vous êtes prêt à fournir.",https://nosgestesclimat.fr
35088,55,74,Annuaire des diagnostiqueurs immobiliers certifiés,"L'Annuaire des diagnostiqueurs immobiliers certifiés est le répertoire officiel des professionnels certifiés pour la réalisation de diagnostics. Le lien ci-avant vous mènera à la liste de ceux qui sont implantés à Corps-Nuds ou à proximité, avec leurs coordonnées et domaines de certification. Outre des recherches par lieu et domaine de certification, le site permet de retrouver un diagnostiqueur à partir de son nom ou numéro de certificat, pour vérifier la validité de sa certification.",https://diagnostiqueurs.din.developpement-durable.gouv.fr/?lieu=%7B%22label%22%3A%22Corps-Nuds%20%2835%29%22%2C%22valeur%22%3A%2235088%22%2C%22type%22%3A%22commune%22%7D
35131,55,74,Annuaire des diagnostiqueurs immobiliers certifiés,"L'Annuaire des diagnostiqueurs immobiliers certifiés est le répertoire officiel des professionnels certifiés pour la réalisation de diagnostics. Le lien ci-avant vous mènera à la liste de ceux qui sont implantés à L'Hermitage ou à proximité, avec leurs coordonnées et domaines de certification. Outre des recherches par lieu et domaine de certification, le site permet de retrouver un diagnostiqueur à partir de son nom ou numéro de certificat, pour vérifier la validité de sa certification.",https://diagnostiqueurs.din.developpement-durable.gouv.fr/?lieu=%7B%22label%22%3A%22L%27Hermitage%20%2835%29%22%2C%22valeur%22%3A%2235131%22%2C%22type%22%3A%22commune%22%7D
35132,55,74,Annuaire des diagnostiqueurs immobiliers certifiés,"L'Annuaire des diagnostiqueurs immobiliers certifiés est le répertoire officiel des professionnels certifiés pour la réalisation de diagnostics. Le lien ci-avant vous mènera à la liste de ceux qui sont implantés à Hirel ou à proximité, avec leurs coordonnées et domaines de certification. Outre des recherches par lieu et domaine de certification, le site permet de retrouver un diagnostiqueur à partir de son nom ou numéro de certificat, pour vérifier la validité de sa certification.",https://diagnostiqueurs.din.developpement-durable.gouv.fr/?lieu=%7B%22label%22%3A%22Hirel%20%2835%29%22%2C%22valeur%22%3A%2235132%22%2C%22type%22%3A%22commune%22%7D
35250,55,74,Annuaire des diagnostiqueurs immobiliers certifiés,"L'Annuaire des diagnostiqueurs immobiliers certifiés est le répertoire officiel des professionnels certifiés pour la réalisation de diagnostics. Le lien ci-avant vous mènera à la liste de ceux qui sont implantés à Saint-Armel ou à proximité, avec leurs coordonnées et domaines de certification. Outre des recherches par lieu et domaine de certification, le site permet de retrouver un diagnostiqueur à partir de son nom ou numéro de certificat, pour vérifier la validité de sa certification.",https://diagnostiqueurs.din.developpement-durable.gouv.fr/?lieu=%7B%22label%22%3A%22Saint-Armel%20%2835%29%22%2C%22valeur%22%3A%2235250%22%2C%22type%22%3A%22commune%22%7D
35353,55,74,Annuaire des diagnostiqueurs immobiliers certifiés,"L'Annuaire des diagnostiqueurs immobiliers certifiés est le répertoire officiel des professionnels certifiés pour la réalisation de diagnostics. Le lien ci-avant vous mènera à la liste de ceux qui sont implantés à Vezin-le-Coquet ou à proximité, avec leurs coordonnées et domaines de certification. Outre des recherches par lieu et domaine de certification, le site permet de retrouver un diagnostiqueur à partir de son nom ou numéro de certificat, pour vérifier la validité de sa certification.",https://diagnostiqueurs.din.developpement-durable.gouv.fr/?lieu=%7B%22label%22%3A%22Vezin-le-Coquet%20%2835%29%22%2C%22valeur%22%3A%2235353%22%2C%22type%22%3A%22commune%22%7D
35245,24,25,Vigicrues – bulletin de vigilance crues,"Le bulletin de vigilance crues indique le niveau de vigilance maximum dans le territoire Vilaine-Côtiers Bretons, dont relève Romillé. Le cas échéant, il précise la chronologie et l'évolution des crues, informe de leurs conséquences possibles et fournit des conseils de comportement définis par les pouvoirs publics en fonction du danger susceptible de se produire.",https://www.vigicrues.gouv.fr/bulletin_local/8
35235,48,57,Dynmark,"Sous réserve d'un nombre de ventes suffisant, le site Dynmark du Cerema permet de visualiser l'évolution depuis 2010 du prix de vente médian au m<sup>2</sup> pour un appartement ou une maison située à Rannée. En naviguant sur la page, vous pourrez consulter d'autres indicateurs de la dynamique du marché de l'immobilier à Rannée, comme le nombre de ventes ou, en sélectionnant l'analyse <q>&nbsp;Activité du marché&nbsp;</q>, la part de logements ayant fait l'objet d'une vente. Dynmark propose aussi des représentations cartographiques à l'échelle intercommunale et permet d'effectuer des comparaisons entre territoires.",https://dataviz.cerema.fr/dynmark/?perimetre=comm&codeinsee=35235
35230,48,57,Dynmark,"Sous réserve d'un nombre de ventes suffisant, le site Dynmark du Cerema permet de visualiser l'évolution depuis 2010 du prix de vente médian au m<sup>2</sup> pour un appartement ou une maison située à Poilley. En naviguant sur la page, vous pourrez consulter d'autres indicateurs de la dynamique du marché de l'immobilier à Poilley, comme le nombre de ventes ou, en sélectionnant l'analyse <q>&nbsp;Activité du marché&nbsp;</q>, la part de logements ayant fait l'objet d'une vente. Dynmark propose aussi des représentations cartographiques à l'échelle intercommunale et permet d'effectuer des comparaisons entre territoires.",https://dataviz.cerema.fr/dynmark/?perimetre=comm&codeinsee=35230
35059,27,30,Nos Gestes Climat,"Nos Gestes Climat, service public de l'ADEME, vous permet d'estimer en quelques minutes votre empreinte carbone et votre empreinte eau grâce à un test gratuit et sans inscription. Vous obtenez le détail des émissions de gaz à effet de serre liées à vos déplacements, votre alimentation, votre logement et vos achats, ainsi qu'un ordre de grandeur de votre consommation d'eau. À l'issue du test, un parcours d'actions personnalisées vous propose des gestes concrets pour réduire votre empreinte, adaptés à vos habitudes, à vos moments de vie, aux domaines où vous souhaitez agir en priorité et au niveau d'effort que vous êtes prêt à fournir.",https://nosgestesclimat.fr
35189,35,41,APIC,"Le service APIC de Météo France vous indique en temps réel si des précipitations d'intensité exceptionnelle sont en cours à Montgermont. Il se présente sous la forme d'une carte, sur laquelle les communes apparaissent en couleur uniquement lorsque des précipitations intenses (violet) ou très intenses (rose) sont détectées. Les préfectures, mairies, intercommunalités et opérateurs de réseaux peuvent demander à recevoir automatiquement des alertes APIC en cas d'épisode pluvieux intense sur leur territoire, afin de mettre en œuvre les mesures de prévention et de sécurité qui relèvent de leur compétence.",https://apic.meteofrance.fr/?mode=apic&area=fr&lat=48.154003362256800&lng=-1.717025902524900&zoom=12
35024,27,30,Nos Gestes Climat,"Nos Gestes Climat, service public de l'ADEME, vous permet d'estimer en quelques minutes votre empreinte carbone et votre empreinte eau grâce à un test gratuit et sans inscription. Vous obtenez le détail des émissions de gaz à effet de serre liées à vos déplacements, votre alimentation, votre logement et vos achats, ainsi qu'un ordre de grandeur de votre consommation d'eau. À l'issue du test, un parcours d'actions personnalisées vous propose des gestes concrets pour réduire votre empreinte, adaptés à vos habitudes, à vos moments de vie, aux domaines où vous souhaitez agir en priorité et au niveau d'effort que vous êtes prêt à fournir.",https://nosgestesclimat.fr
35238,27,30,Nos Gestes Climat,"Nos Gestes Climat, service public de l'ADEME, vous permet d'estimer en quelques minutes votre empreinte carbone et votre empreinte eau grâce à un test gratuit et sans inscription. Vous obtenez le détail des émissions de gaz à effet de serre liées à vos déplacements, votre alimentation, votre logement et vos achats, ainsi qu'un ordre de grandeur de votre consommation d'eau. À l'issue du test, un parcours d'actions personnalisées vous propose des gestes concrets pour réduire votre empreinte, adaptés à vos habitudes, à vos moments de vie, aux domaines où vous souhaitez agir en priorité et au niveau d'effort que vous êtes prêt à fournir.",https://nosgestesclimat.fr
35079,2,3,Géoportail de l’urbanisme – carte interactive,"La carte interactive du Géoportail de l’urbanisme propose une représentation visuelle des règles définies par les documents d’urbanisme en vigueur à Chevaigné, et des servitudes applicables. Elle permet aussi de télécharger ces documents.",https://www.geoportail-urbanisme.gouv.fr/map/#tile=1&lon=-1.63630622891907&lat=48.224444236861200&zoom=13&mlon=-1.636355&mlat=48.224537
35353,5,8,Stop-Punaises – signalement,"Le site Stop-Punaises est le site officiel de l'administration française pour lutter contre les infestations de punaises de lit. Sur le site Stop-Punaises, vous pouvez solliciter l’envoi par e-mail d’un protocole d’auto-traitement de votre logement ou demander l'intervention d'une entreprise labellisée spécialisée dans la détection ou la désinfestation, active sur votre département. On vous explique aussi comment reconnaître des punaises de lit, comment vous en prémunir, comment évaluer le niveau d’infestation de votre logement, ou encore comment vous en débarrasser ou qui doit payer la désinfestation éventuelle.
",http://stop-punaises.gouv.fr/
35170,35,41,APIC,"Le service APIC de Météo France vous indique en temps réel si des précipitations d'intensité exceptionnelle sont en cours à Mecé. Il se présente sous la forme d'une carte, sur laquelle les communes apparaissent en couleur uniquement lorsque des précipitations intenses (violet) ou très intenses (rose) sont détectées. Les préfectures, mairies, intercommunalités et opérateurs de réseaux peuvent demander à recevoir automatiquement des alertes APIC en cas d'épisode pluvieux intense sur leur territoire, afin de mettre en œuvre les mesures de prévention et de sécurité qui relèvent de leur compétence.",https://apic.meteofrance.fr/?mode=apic&area=fr&lat=48.241175109082900&lng=-1.286500504769250&zoom=12
35315,35,41,APIC,"Le service APIC de Météo France vous indique en temps réel si des précipitations d'intensité exceptionnelle sont en cours à Saint-Sulpice-la-Forêt. Il se présente sous la forme d'une carte, sur laquelle les communes apparaissent en couleur uniquement lorsque des précipitations intenses (violet) ou très intenses (rose) sont détectées. Les préfectures, mairies, intercommunalités et opérateurs de réseaux peuvent demander à recevoir automatiquement des alertes APIC en cas d'épisode pluvieux intense sur leur territoire, afin de mettre en œuvre les mesures de prévention et de sécurité qui relèvent de leur compétence.",https://apic.meteofrance.fr/?mode=apic&area=fr&lat=48.212407534386700&lng=-1.575873462094440&zoom=12
35032,33,40,Vigilance météorologique,"Le site de la Vigilance de Météo-France informe les citoyens et les pouvoirs publics en cas de phénomènes météorologiques dangereux (vent, vagues-submersion, pluie-inondation, crues, orages, neige-verglas, avalanches, canicule et grand froid). Ce dispositif de référence couvre la journée en cours pour l'ensemble du territoire, mais aussi la journée du lendemain pour l'Hexagone et la Corse. Cette information complète les prévisions météorologiques dans le département d'Ille-et-Vilaine. Le niveau de danger est donné au niveau de chaque département par une échelle de quatre couleurs (vert, jaune, orange, rouge) et est associé à des précautions pour se protéger.",https://vigilance.meteofrance.fr/fr/ille-et-vilaine
35051,33,40,Vigilance météorologique,"Le site de la Vigilance de Météo-France informe les citoyens et les pouvoirs publics en cas de phénomènes météorologiques dangereux (vent, vagues-submersion, pluie-inondation, crues, orages, neige-verglas, avalanches, canicule et grand froid). Ce dispositif de référence couvre la journée en cours pour l'ensemble du territoire, mais aussi la journée du lendemain pour l'Hexagone et la Corse. Cette information complète les prévisions météorologiques dans le département d'Ille-et-Vilaine. Le niveau de danger est donné au niveau de chaque département par une échelle de quatre couleurs (vert, jaune, orange, rouge) et est associé à des précautions pour se protéger.",https://vigilance.meteofrance.fr/fr/ille-et-vilaine
35058,52,71,Que faire de mes objets et déchets&#8239;?,"L'ADEME met à votre disposition une carte interactive, consultable via le lien ci-dessus, qui montre les boutiques et ateliers proposant des services de réparation dans la métropole Rennes Métropole. Cliquez sur un symbole pour afficher les coordonnées du lieu, ses labels éventuels et le détail des réparations prises en charge. Le symbole sera orné d'une petite pastille jaune marquée du signe <q>&nbsp;%&nbsp;</q> si le lieu propose le Bonus Réparation. Vous pourrez aussi définir des critères de recherche plus précis, comme le type d’objet à réparer (électroménager, téléphone, textile, chaussures, vélo…).",https://quefairedemesdechets.ademe.fr/carte?action_list=reparer&epci_codes=243500139&limit=300
35066,54,73,Envergo,"Le simulateur Envergo vous permet en quelques clics de vérifier si votre projet situé à Chartres-de-Bretagne est concerné par une réglementation environnementale. En sélectionnant sur la carte la localisation exacte de votre projet, et en renseignant ses principales caractéristiques dans le formulaire proposé, vous obtiendrez les procédures à suivre ainsi que les contacts de l'administration.",https://envergo.beta.gouv.fr/simulateur/formulaire/?address=Chartres-de-Bretagne+%2835%29&lng=-1.70721&lat=48.04090&mtm_campaign=service-vq
35076,52,71,Que faire de mes objets et déchets&#8239;?,"L'ADEME met à votre disposition une carte interactive, consultable via le lien ci-dessus, qui montre les boutiques et ateliers proposant des services de réparation dans la métropole Rennes Métropole. Cliquez sur un symbole pour afficher les coordonnées du lieu, ses labels éventuels et le détail des réparations prises en charge. Le symbole sera orné d'une petite pastille jaune marquée du signe <q>&nbsp;%&nbsp;</q> si le lieu propose le Bonus Réparation. Vous pourrez aussi définir des critères de recherche plus précis, comme le type d’objet à réparer (électroménager, téléphone, textile, chaussures, vélo…).",https://quefairedemesdechets.ademe.fr/carte?action_list=reparer&epci_codes=243500139&limit=300
35160,52,71,Que faire de mes objets et déchets&#8239;?,"L'ADEME met à votre disposition une carte interactive, consultable via le lien ci-dessus, qui montre les boutiques et ateliers proposant des services de réparation dans la communauté de communes Vallons de Haute-Bretagne Communauté. Cliquez sur un symbole pour afficher les coordonnées du lieu, ses labels éventuels et le détail des réparations prises en charge. Le symbole sera orné d'une petite pastille jaune marquée du signe <q>&nbsp;%&nbsp;</q> si le lieu propose le Bonus Réparation. Vous pourrez aussi définir des critères de recherche plus précis, comme le type d’objet à réparer (électroménager, téléphone, textile, chaussures, vélo…).",https://quefairedemesdechets.ademe.fr/carte?action_list=reparer&epci_codes=200043990&limit=300
35334,52,71,Que faire de mes objets et déchets&#8239;?,"L'ADEME met à votre disposition une carte interactive, consultable via le lien ci-dessus, qui montre les boutiques et ateliers proposant des services de réparation dans la métropole Rennes Métropole. Cliquez sur un symbole pour afficher les coordonnées du lieu, ses labels éventuels et le détail des réparations prises en charge. Le symbole sera orné d'une petite pastille jaune marquée du signe <q>&nbsp;%&nbsp;</q> si le lieu propose le Bonus Réparation. Vous pourrez aussi définir des critères de recherche plus précis, comme le type d’objet à réparer (électroménager, téléphone, textile, chaussures, vélo…).",https://quefairedemesdechets.ademe.fr/carte?action_list=reparer&epci_codes=243500139&limit=300
35363,33,40,Vigilance météorologique,"Le site de la Vigilance de Météo-France informe les citoyens et les pouvoirs publics en cas de phénomènes météorologiques dangereux (vent, vagues-submersion, pluie-inondation, crues, orages, neige-verglas, avalanches, canicule et grand froid). Ce dispositif de référence couvre la journée en cours pour l'ensemble du territoire, mais aussi la journée du lendemain pour l'Hexagone et la Corse. Cette information complète les prévisions météorologiques dans le département d'Ille-et-Vilaine. Le niveau de danger est donné au niveau de chaque département par une échelle de quatre couleurs (vert, jaune, orange, rouge) et est associé à des précautions pour se protéger.",https://vigilance.meteofrance.fr/fr/ille-et-vilaine
35334,6,9,Sispea,"Le site Sispea de l'Observatoire national des services d'eau et d'assainissement vous informe sur les services d'eau potable et d'assainissement à Thorigné-Fouillard&nbsp;: gestionnaire, mode de gestion, évolution des prix depuis&nbsp;2008, qualité de l'eau.",https://www.services.eaufrance.fr/commune/35334/
