id,pivot,nom,commune,code_postal,code_insee,adresse,complement_adresse,latitude,longitude,typologie,telephone,courriels,site_web,horaires,presentation_resume,presentation_detail,source,itinerance,structure_parente,date_maj,services,publics_specifiquement_adresses,prise_en_charge_specifique,frais_a_charge,dispositif_programmes_nationaux,formations_labels,autres_formations_labels,modalites_acces,modalites_accompagnement,fiche_acces_libre,prise_rdv,structure_coop_id
dora_dora--1dc91d2a-2b6e-4bc6-8dc0-3276634ac4ae,39300820600020,Vers l'inclusion numérique avec Envie 35,Rennes,35000,35238,18 Rue de la Donelière,,48.130246,-1.686778,,+33223205242,magasin35@envie.org,https://careers.werecruit.io/fr/ressources-t,,,,dora,,,2026-05-11,Acquisition de matériel informatique à prix solidaire,,,,,,,,,,,
dora_dora--45e6975e-52ac-47fe-91cf-847db422b3db,22350001800013,DEPARTEMENT D ILLE ET VILAINE,Rennes,35700,35238,Espace social commun 11 C Pl. du Gros Chêne,,48.126474,-1.6637689999999998,DEPT,+33290027777,,,,,,dora,,,2026-01-29,Aide aux démarches administratives,,,Gratuit,,,QPV,,,,,
dora_dora--58de0027-8492-4ccf-b387-6f56e746dfd4,21350238800019,Médiation numérique bibliothèque Bourg L'Eveque,Rennes,35000,35238,2 Boulevard de Verdun,,48.11306,-1.693128,BIB,+33223622635,bibliotheque.numerique@ville-rennes.fr,https://www.bibliotheques.rennes.fr/,,,,dora,,,2025-08-26,Maîtrise des outils numériques du quotidien,,,Gratuit,,,,,,,,
dora_dora--5fe7aa9a-8cf5-46b5-b1bf-208707e7a6d1,79990406500031,Atpick,Rennes,35200,35238,6 Avenue des Pays-Bas,,48.086607,-1.66129,,+33651851110,pascal.gault@atypick.net,https://atypick.net/,,,,dora,,,2026-01-06,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Accès internet et matériel informatique|Acquisition de matériel informatique à prix solidaire,,,Gratuit,,,QPV,,,,,
dora_dora--65c19314-d0f4-480b-8218-3e8374482424,22350001800013,Médiation numérique : espace en accès libre,Thorigné-Fouillard,35235,35334,2 Avenue de Tizé,,48.131233,-1.596473,,+33299022020,,,,,,dora,,,2026-04-08,Aide aux démarches administratives|Accès internet et matériel informatique,,,Gratuit,,,,,,,,
dora_dora--68d62f7e-54b8-4c69-977d-04be62cef53f,22350001800013,DEPARTEMENT D ILLE ET VILAINE,Chartres-de-Bretagne,35131,35066,1 Rue Madame de Janzé,,48.042364,-1.705859,DEPT,+33222936840,,,,,,dora,,,2026-01-29,Aide aux démarches administratives,,,Gratuit,,,,,,,,
dora_dora--74ace2ac-2869-4bb4-bf31-a5c7d9b57d08,21350120800010,COMMUNE DE GEVEZE MAIRIE,Gévezé,35850,35120,Espace des Droits de l'Homme,,48.220636,-1.789168,MUNI,,,,,,,dora,,,2026-01-06,Aide aux démarches administratives,,,,,,,,,,,
dora_dora--79c4245f-48ea-4e1d-bf05-d508633b0e96,22350001800013,DEPARTEMENT D ILLE ET VILAINE,Rennes,35200,35238,Espace social commun et culturel Aimé-Césaire 15 Rue Louis et René Moine,,48.094738,-1.6442350000000001,DEPT,+33223622176,cs.champsmanceaux@assoarcs.com,,,,,dora,,,2026-07-01,Aide aux démarches administratives,,,Gratuit,,,,,,,,
dora_dora--889a0ff0-a62b-470a-992b-d5f884c80d93,38914563200011,MAISON DES JEUNES ET DE LA CULTURE - MAISON DE SUEDE,Rennes,35200,35238,5 Rue de Suède,,48.086947,-1.677773,MJC,+33299516170,mjcmaisondesuede@gmail.com,https://www.mjcmaisondesuede.com/,,,,dora,,,2026-01-06,Maîtrise des outils numériques du quotidien,,,Gratuit,,,QPV,,,,,
dora_dora--8dfcef31-dd85-40ac-ab9a-2c1e1c87bcef,49416414800038,Etre aidé pour des difficultés avec les fournisseurs d'énergie,Rennes,35700,35238,Rue Guy Ropartz,,48.130514,-1.656496,,+33299320258,rennes@pimmsmediation.fr,https://www.pimms-rennes.org/,,,,dora,,,2026-04-21,Aide aux démarches administratives,,,Gratuit,,,QPV,,,,,
dora_dora--b6f67897-a11b-4d63-9660-597dbaceaf39,21350238800019,Médiation numérique bibliothèque Triangle,Rennes,35200,35238,7 Boulevard de Yougoslavie,,48.088455,-1.658187,BIB,+33223622647,bibliotheque.numerique@ville-rennes.fr,https://www.bibliotheques.rennes.fr/,,,,dora,,,2025-08-26,Aide aux démarches administratives,,,Gratuit,,,,,,,,
dora_dora--c061b547-c700-4152-a82c-19801e7a6f4c,21350238800019,Médiation numérique bibliothèque Antipode,Rennes,35000,35238,75 Avenue Jules Maniez,,48.098481,-1.704551,BIB,+33223622693,bibliotheque.numerique@ville-rennes.fr,https://www.bibliotheques.rennes.fr/,,,,dora,,,2025-08-26,Maîtrise des outils numériques du quotidien|Accès internet et matériel informatique|Acquisition de matériel informatique à prix solidaire,,,Gratuit,,,,,,,,
dora_dora--c91e8966-a766-494e-97ef-4f2852726584,22350001800013,DEPARTEMENT D ILLE ET VILAINE,Rennes,35200,35238,15 Rue Louis et René Moine,,48.091924,-1.681752,DEPT,+33299024888,,,,,,dora,,,2026-01-29,Aide aux démarches administratives,,,Gratuit,,,QPV,,,,,
dora_dora--ea374576-f956-460e-97fb-e014500089bc,20008588400019,COMMUNE DE PIRE-CHANCE MAIRIE,Janzé,35150,35136,2 rue Neuve,,48.009109,-1.429885,MUNI,,,,,,,dora,,,2024-12-11,Aide aux démarches administratives,,,,,,,,,,,
dora_dora--f03f2425-0bd3-458f-b66d-823ae4fa09ab,39300820600020,Magasin Électroménagers et multimédia,Rennes,35000,35238,18 Rue de la Donelière,,48.130246,-1.686778,,+33299386296,magasin35@envie.org,https://careers.werecruit.io/fr/ressources-t,,,,dora,,,2026-02-27,Acquisition de matériel informatique à prix solidaire,,,Gratuit,,,,,,,,
Coop-numérique_0169bfbf-fbc2-4718-87e9-9c90e2eddd2b,00000000000000,Bibliothèque Triangle,Rennes,35200,35238,3 Boulevard de Yougoslavie,,48.088617,-1.659385,BIB,+33223622693,bibliotheque.numerique@ville-rennes.fr,https://www.bibliotheques.rennes.fr/,"Tu,Fr 14:30-18:30; We 10:00-12:30,14:30-18:30; Sa 10:00-12:30,14:30-18:00",,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,Gratuit,Conseillers numériques,,,,,,,0169bfbf-fbc2-4718-87e9-9c90e2eddd2b
Coop-numérique_02b25314-d38d-4de7-96c2-c23f0763a2f2,49416414800038,Médiation Métropole PIMMS Rennes,Rennes,35200,35238,47 Avenue des Pays-Bas,,48.087386,-1.660718,PIMMS|PI,,,https://www.pimms-rennes.org,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,,,QPV,,,,,02b25314-d38d-4de7-96c2-c23f0763a2f2
Coop-numérique_051ce7e7-2208-4e02-bc71-aa2e53f61dcc,77774992000024,LE GRAND CORDEL MAISON DES JEUNES ET DE LA CULTURE,Rennes,35700,35238,18 Rue des Plantes,,48.122198,-1.648248,MJC,,,,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,,,,,,051ce7e7-2208-4e02-bc71-aa2e53f61dcc
Coop-numérique_06951b2a-23b1-4337-852e-52e2e7c80e35,30590067200018,ASSOCIATION CADETS DE BRETAGNE,Rennes,35000,35238,139 Rue d'Antrain,,48.124061,-1.668361,ASSO,,,https://www.cadets.fr,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,,,,,,06951b2a-23b1-4337-852e-52e2e7c80e35
Coop-numérique_0770f9b6-d41f-4238-b2cd-b6da11fc7c67,00000000000000,Espace social commun CCAS Kléber,Rennes,35000,35238,1 Rue Kléber,,48.110766,-1.673628,CCAS|CS|CC,,,,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,,,,,,0770f9b6-d41f-4238-b2cd-b6da11fc7c67
Coop-numérique_09bdbf96-adff-4bf8-bd78-509c3ea63608,00000000000000,Espace Social Commun Cleunay,Rennes,35000,35238,25 Rue Noël Blayau,,48.105449,-1.698721,CS,,,https://www.espacenumeriqueesc.fr/?pageprincipale,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,,,,,,09bdbf96-adff-4bf8-bd78-509c3ea63608
Coop-numérique_0da25459-8033-4790-a2f3-e0c0fa7a0b10,00000000000000,Espace Social Commun Blosne,Rennes,35200,35238,7 Boulevard de Yougoslavie,,48.088455,-1.658187,CS,,numerique.esc@ccasrennes.fr,https://www.espacenumeriqueesc.fr/?pageprincipale,Mo 09:00-12:00; Tu 14:00-17:00,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,Gratuit,Conseillers numériques,,,,,,,0da25459-8033-4790-a2f3-e0c0fa7a0b10
Coop-numérique_0febf8ce-2099-47cc-aca1-30d574ec1fa2,26350224700012,Espace Social Commun Villejean,Rennes,35000,35238,42 Cours Président John Fitzgerald Kennedy,,48.121499,-1.711261,CS,,,https://www.espacenumeriqueesc.fr/?pageprincipale,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,QPV,,,,,0febf8ce-2099-47cc-aca1-30d574ec1fa2
Coop-numérique_1110bad1-dfb3-4370-b1dd-2460bd7b66c7,32549391400023,MAISON DE QUARTIER LA TOUCHE,Rennes,35000,35238,6 Rue Cardinal Paul Gouyon,,48.117269,-1.689015,MQ,,,http://www.mqlt.fr/,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,,,,,,1110bad1-dfb3-4370-b1dd-2460bd7b66c7
Coop-numérique_16c45abd-6cd7-46b5-9b6c-3d1155076e32,00000000000000,DSI,Rennes,35000,35238,38 Rue Vasselot,,48.108439,-1.676544,,,,,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,,,,,,16c45abd-6cd7-46b5-9b6c-3d1155076e32
Coop-numérique_213f652e-e6e9-4553-be4e-e6c18ab38052,00000000000000,Espace Social Commun Maurepas,Rennes,35700,35238,Rue Guy Ropartz,,48.130514,-1.656496,CS,,,https://www.espacenumeriqueesc.fr/?pageprincipale,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,QPV,,,,,213f652e-e6e9-4553-be4e-e6c18ab38052
Coop-numérique_26c8b9b7-22b6-4a77-b41c-823881e73723,00000000000000,Bibliothèque Municipale de Rennes,Rennes,35000,35238,23 Rue de Lorient,,48.107897,-1.700238,BIB,,,https://www.bibliotheques.rennes.fr/contact/,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,,,,,,26c8b9b7-22b6-4a77-b41c-823881e73723
Coop-numérique_323bae38-5173-4770-806b-889be7626687,26350224700012,CENTRE COMMUNAL D'ACTION SOCIALE,Rennes,35000,35238,5 Rue du Griffon,,48.111074,-1.683712,CCAS|CC,+33223622020,accueil.ccas@ccasrennes.fr,https://metropole.rennes.fr/organisme/centre-communal-daction-sociale-siege-4851,"Mo 08:30-12:30,13:30-17:00;Tu 08:30-12:30,13:30-17:00;We 08:30-12:30,13:30-17:00;Th 08:30-12:30,13:30-17:00;Fr 08:30-12:30,13:30-17:00",Etablissement public communal (Ville de Rennes). Assure deux missions principales : action en faveur des personnes âgées au sein de la Direction personnes âgées et aide aux personnes en difficultés au sein de la Direction insertion et aides à la population (Diap).,"Au sein de la DIAP, 7 espaces numériques sont identifiés dans les 6 Espaces Sociaux Communs et dans le restaurant social Leperdit.Dans ces Espaces Numériques, des médiateurs socio-numérique vous accueillent sur des permanences et ateliers pour vous aider dans vos usages quotidiens du numérique.",Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,Gratuit,Conseillers numériques,,,,Accompagnement individuel,,,323bae38-5173-4770-806b-889be7626687
Coop-numérique_381236a0-9cb0-4d75-99b7-6259601a458d,00000000000000,Médiathèque La Source,Noyal-Châtillon-sur-Seiche,35230,35206,6 Rue de Vern,,48.043578,-1.662018,BIB,,,https://mediatheque.ville-noyal-chatillon.fr/,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique|Accès internet et matériel informatique,Jeunes|Étudiants|Familles et/ou enfants|Seniors|Femmes,Surdité|Handicaps moteurs|Handicaps mentaux|Illettrisme|Langues étrangères (anglais)|Langues étrangères (autres)|Déficience visuelle,Gratuit,Conseillers numériques,,,Se présenter|Téléphoner,En autonomie|Accompagnement individuel|Dans un atelier collectif,,,381236a0-9cb0-4d75-99b7-6259601a458d
Coop-numérique_3eeebec7-1914-4a90-946a-94b3400ed6e2,00000000000000,Espace Social Commun Maurepas,Rennes,35700,35238,Place du Gros Chêne,,48.126561,-1.664204,CS,,numerique.esc@ccasrennes.fr,https://www.espacenumeriqueesc.fr/?pageprincipale,Tu 14:00-17:00,,,Coop numérique,,,2026-07-03,Maîtrise des outils numériques du quotidien|Compréhension du monde numérique,,,Gratuit,Conseillers numériques,,QPV,,,,,3eeebec7-1914-4a90-946a-94b3400ed6e2
Coop-numérique_49c1ae1a-ec2e-4660-9fb0-8ccd7ec9e876,00000000000000,Bibliothèque Villejean,Rennes,35000,35238,43 Cours Président John Fitzgerald Kennedy,,48.120964,-1.710857,BIB,+33223622632,bibliotheque.villejean@ville-rennes.fr,https://www.bibliotheques.rennes.fr/|https://www.espacenumeriqueesc.fr/?pageprincipale|https://www.ille-et-vilaine.fr/cdas,"Tu,Fr 14:30-18:30; We 10:00-12:30,14:30-18:30; Sa 10:00-12:30,14:30-18:00",,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique|Accès internet et matériel informatique,,,Gratuit,Conseillers numériques,,QPV,,Accompagnement individuel|Dans un atelier collectif,,https://www.rdv-aide-numerique.fr/org/1281,49c1ae1a-ec2e-4660-9fb0-8ccd7ec9e876
Coop-numérique_50929a1a-3afe-4d7d-bde6-a346ac4a556d,00000000000000,Restaurant social Leperdit,Rennes,35000,35238,Rue Clémence Royer,,48.104267,-1.697062,,,numerique.esc@ccasrennes.fr,https://www.espacenumeriqueesc.fr/?pageprincipale,We 08:30-12:00,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,Gratuit,Conseillers numériques,,,,,,,50929a1a-3afe-4d7d-bde6-a346ac4a556d
Coop-numérique_65f24358-2286-4701-b928-823b7e83176a,00000000000000,Bibliothèque Landry,Rennes,35000,35238,100 Rue de Châteaugiron,,48.099567,-1.648728,BIB,+33223622639,bibliotheque.numerique@ville-rennes.fr,https://www.lesmediatheques-rennesmetropole.fr/bibliotheque/rennes-landry,"Tu,Fr 14:30-18:30; We 10:00-12:30,14:30-18:30; Sa 10:00-12:30,14:30-18:00",,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,Gratuit,Conseillers numériques,,,,,,,65f24358-2286-4701-b928-823b7e83176a
Coop-numérique_84986f5e-049c-4b99-820b-8d97a827ebcf,00000000000000,Bibliothèque Clôteaux-Bréquigny,Rennes,35200,35238,84 Rue d'Angleterre,,48.082896,-1.691744,BIB,,,,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,,Conseillers numériques,,,,,,,84986f5e-049c-4b99-820b-8d97a827ebcf
Coop-numérique_97dccab0-dde6-4a62-ba5d-b119e168cde3,23350001600040,REGION BRETAGNE,Rennes,35700,35238,283 Avenue Général George S. Patton,,48.134736,-1.660295,REG,,,https://www.bretagne.bzh/,,,,Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien,,,,,,,,,,,97dccab0-dde6-4a62-ba5d-b119e168cde3
Coop-numérique_613203c3-1a18-4728-88ff-5c87b8ad666f__dora_dora--7b88bcac-6103-4c0e-b86a-b081897b7fbf,26350224700012,CCAS DE RENNES,Rennes,35000,35238,34 Place du Colombier,,48.104172,-1.67987,CCAS|CC,+33223622020,accueil.ccas@ccasrennes.fr,https://metropole.rennes.fr/organisme/centre-communal-daction-sociale-siege-4851,"Mo 08:30-12:30,13:30-17:00;Tu 08:30-12:30,13:30-17:00;We 08:30-12:30,13:30-17:00;Th 08:30-12:30,13:30-17:00;Fr 08:30-12:30,13:30-17:00",Etablissement public communal (Ville de Rennes). Assure deux missions principales : action en faveur des personnes âgées au sein de la Direction personnes âgées et aide aux personnes en difficultés au sein de la Direction insertion et aides à la population (Diap).,"Au sein de la DIAP, 7 espaces numériques sont identifiés dans les 6 Espaces Sociaux Communs et dans le restaurant social Leperdit.Dans ces Espaces Numériques, des médiateurs socio-numérique vous accueillent sur des permanences et ateliers pour vous aider dans vos usages quotidiens du numérique.",Coop numérique,,,2026-07-03,Aide aux démarches administratives,,,Gratuit,Conseillers numériques,,,,Accompagnement individuel,,,613203c3-1a18-4728-88ff-5c87b8ad666f
Coop-numérique_9b3f2f85-46a9-4d4a-8364-c831df7d5745__dora_dora--7bfda46e-c738-41d6-a61c-03cc01b44665,77559112600096,LES AMITIES SOCIALES,Rennes,35000,35238,28 Rue de Brest,,48.112795,-1.692285,ASSO,,contact@amities-sociales.fr,,,,,Coop numérique,,,2026-07-03,Maîtrise des outils numériques du quotidien|Utilisation sécurisée du numérique|Compréhension du monde numérique|Acquisition de matériel informatique à prix solidaire,,,Gratuit,,,,,Accompagnement individuel,,,9b3f2f85-46a9-4d4a-8364-c831df7d5745
Coop-numérique_03e4e43f-cdcd-440f-a97b-10384720533b__dora_dora--c2e242a6-2593-40f1-be53-29eece57df7d,13000586100039,ACCUEIL DES GENS DU VOYAGE EN ILLE ET VILAINE,Rennes,35000,35238,9 Rue François Tanguy-Prigent,,48.129524,-1.698127,CS,+33223270435,contact@agv35.fr,https://www.agv35.fr/|https://agv35.fr/,"Mo 09:00-12:00,14:00-17:00;Tu 09:00-12:00,14:00-17:00;We 09:00-12:00,14:00-17:00;Th 14:00-17:00;Fr 09:00-12:00,14:00-17:00","AGV 35 est un Groupement d’intérêt Public dont les activités de proximité contribuent à réduire les phénomènes d'exclusion qui affectent la cohésion sociale entre gens du voyage et sédentaires. Il agit pour l'accueil, l'accès aux droits et le développement social","AGV 35 est un service qui répond a des besoins de personnes ayant un mode de vie et/ou des particularités cumulées qui rendent ≪ nécessaire ≫ un accompagnement spécifique :- La caravane en mode d'habitat- Une élection de domicile<!-- -->En s'appuyant sur des valeurs d'éthique, de rigueur, de solidarité et de prise en compte de la parole des gens du voyage, AGV 35 exerce **les missions suivantes** :- L’accompagnement social des familles des gens du voyage (celles qui ont une élection de domicile sur Rennes), l'appui technique des professionnels de droit commun de l'insertion sur le département,- L’accès aux services sociaux, socio-culturels et socio-éducatifs des enfants, jeunes et familles des gens du voyage,- La médiation entre les collectivités locales, leurs représentants et les gens du voyage en matière de Grands Passages estivaux et de stationnements diffus,- L’accompagnement des collectivités locales et leurs représentants dans la création et le fonctionnement des équipements d'accueil dédiés.- Le suivi de la mise en œuvre du schéma départemental et l'animation des instances<!-- -->",Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,Gratuit,Conseillers numériques,,Agrément Centre Social,,Accompagnement individuel,,,03e4e43f-cdcd-440f-a97b-10384720533b
Coop-numérique_19d9c690-e4b0-4cc4-a5ec-c7a7dbcf812b__dora_dora--dbe4c42f-ef77-4e33-bd2e-05453b288543,44282658200037,PRISME,Rennes,35200,35238,23 Rue d'Aiguillon,,48.092631,-1.683822,AFPA,+33299867472,siege@prismerennes.fr,https://prisme.bzh/,Mo 09:00-17:00;Tu 09:00-17:00;We 09:00-17:00;Th 09:00-17:00;Fr 09:00-16:00; 9h - 12:30 et 13:30 - 17h,PRISME est un organisme de formation qui dispense des formations à destination des publics jeunes et adultes éloignés de l'emploi et de la formation.,"Organisme de formation, PRISME a pour but de développer « des actions de conseil, d’ingénierie et de formation, et plus largement toutes activités accessoires aux actions de formation mises au service ou à disposition des bénéficiaires », avec notamment des pôles d’insertion-orientation, et de formation continue.<br>Son activité est tournée vers les publics les plus éloignés de l’emploi et faisant face à des difficultés sociales.<br>Un effort particulier est porté sur l’innovation de la réponse et des méthodes pédagogiques afin de coller au plus près des besoins des bénéficiaires.",Coop numérique,,,2026-07-03,Aide aux démarches administratives|Maîtrise des outils numériques du quotidien|Insertion professionnelle via le numérique|Utilisation sécurisée du numérique|Parentalité et éducation avec le numérique|Loisirs et créations numériques|Compréhension du monde numérique,,,Gratuit,,,,,Accompagnement individuel,,,19d9c690-e4b0-4cc4-a5ec-c7a7dbcf812b
