id,structure_id,source,nom,conditions_acces,description,type,thematiques,frais,frais_precisions,publics,publics_precisions,commune,code_postal,code_insee,adresse,complement_adresse,longitude,latitude,horaires_accueil,lien_source,telephone,courriel,contact_nom_prenom,date_maj,lien_mobilisation,mobilisable_par,mobilisation_precisions,modes_accueil,modes_mobilisation,zone_eligibilite,volume_horaire_hebdomadaire,nombre_semaines,score_qualite
france-travail--BRE0076-13,france-travail--BRE0076,france-travail,Structurer mon projet de création d'entreprise,Être inscrit à France Travail.,"Vous voulez créer votre entreprise et vous avez besoin d'aide pour vous organiser ?
Identifiez toutes les étapes de la création ou de la reprise d'entreprise pour aborder votre projet sereinement.

Cet atelier-conseil vous permet de :

- Identifier les étapes de la création ou de la reprise d'entreprise

- Apprendre à prioriser les actions à mener

- Savoir mobiliser les aides et solliciter les ressources nécessaires

- Sécuriser votre projet de création ou reprise d'entreprise

<!-- -->

Durée : Une journée

Inscription :

- depuis l'espace personnel France Travail 
- ou en contactant un conseiller France Travail

<!-- -->",atelier,"['creer-une-entreprise--structurer-son-projet-de-creation-dentreprise', 'difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits']",gratuit,,['demandeurs-emploi'],,Rennes,35000,35238,22 Rue de Redon,,-1.689235,48.105727,"Mo-Fr 08:30-12:30 open ""Sans rendez-vous""; PH off",,3949,,,2026-03-31,https://candidat.francetravail.fr/prestations/servicescarte?codeTypePrestation=ATR&codeThemeAtelier=R07,"['professionnels', 'usagers']","Pour les usagers, la demande est à faire depuis l’espace personnel du demandeur d’emploi via le lien fourni.","['en-presentiel', 'a-distance']","['utiliser-lien-mobilisation', 'telephoner']",['35'],,,1.0
france-travail--BRE0070-17,france-travail--BRE0070,france-travail,Faire le point sur mes professionnelles et concevoir un CV percutant,Être inscrit à France Travail.,"Vous souhaitez valoriser votre parcours et renforcer l’impact de votre candidature auprès des recruteurs ? 

Vous avez besoin d’un CV clair et percutant qui met en avant vos compétences et expériences ?",atelier,"['preparer-sa-candidature--realiser-un-cv-et-ou-une-lettre-de-motivation', 'preparer-sa-candidature--valoriser-ses-competences']",gratuit,,['demandeurs-emploi'],,Rennes,35700,35238,4 Rue René Dumont,,-1.677853,48.129702,"Mo-Fr 08:30-12:30 open ""Sans rendez-vous""; PH off",,3949,,,2026-03-31,https://candidat.francetravail.fr/prestations/servicescarte?codeTypePrestation=ATR&codeThemeAtelier=R02,"['professionnels', 'usagers']","Pour les usagers, la demande est à faire depuis l’espace personnel du demandeur d’emploi via le lien fourni.","['en-presentiel', 'a-distance']","['utiliser-lien-mobilisation', 'telephoner']",['35'],,,1.0
ma-boussole-aidants--27864--1,ma-boussole-aidants--27864,ma-boussole-aidants,Premiers contacts,,"Interlocuteur de premier niveau pour des conseils, orientation et accompagnement dans les démarches d’accès aux droits et aux aides financières. Ils sont en général la première porte d’entrée dans le parcours d’un aidant.",accompagnement,"['difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives', 'difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits', 'equipement-et-alimentation--alimentation', 'logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement', 'remobilisation--lien-social']",gratuit,,,Âge minimum : 0 Âge maximum : 120,Vern-sur-Seiche,35770,35352,22 Rue de Châteaubriant,,-1.601494,48.044569,,https://maboussoleaidants.fr/mes-solutions/centre-communal-action-sociale-ccas/35/27864,+33299048210,ccas@vernsurseiche.fr,,2025-09-15,,"['usagers', 'professionnels']",,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']",['243500139'],,,0.8800000000000001
monenfant--5457cc60-6dbf-4b68-8437-6b36f44326e2,monenfant--5457cc60-6dbf-4b68-8437-6b36f44326e2,monenfant,Garde et accueil des enfants,Nous admettons les enfants de toute résidence mais : priorité aux résidents ou travailleurs du quartier ; priorité aux fratries.,"## Accueil des enfants en situation d’handicap

Pédagogie Montessori

3 adultes une grande partie de la journée.

Enfants porteurs de handicap prioritaires tant que la gestion du groupe reste possible.

## Le projet pédagogique :

Projet éducatif : discipline positive et communication bienveillante ; pédagogie Montessori ; motricité libre ; importance de sortir tous les jours au grand air avec les enfants ; communication gestuelle ; snoezelen.
Place des familles : bienvenues dans la structure ; accompagnement pour les sorties ; interventions pour des ateliers sur proposition ; sondages... Importance de l'échange avec les familles. La directrice a travaillé 10 ans en crèche parentale et la place du parent est importante pour nous : nous considérons que dans la mesure où ils nous confient ce qui leur est le plus cher, les parents sont un public sensible tout comme leurs enfants.
Activités proposées : Montessori (individuelles, ordonnées, un but à la fois beaucoup de vie pratique, etc...) ET collectives, interventions extérieures (arts et lecture).",accompagnement,['famille--garde-denfants'],payant,"Tarifs dégressifs de 8 euros/heure pour 5 jours d'accueil à 9,8 euros/heure pour 1 jour d'accueil par semaine.",['familles'],,Bruz,35170,35047,12 Square Daniel Balavoine,,-1.753749,48.024438,Mo-Fr 07:45-18:30 open; Aug closed; Dec 25-Jan 1 closed,https://monenfant.fr/que-recherchez-vous/MICRO-CRÈCHE BÉBÉ BREIZH MONTESSORI - BRUZ/EAJE/5457cc60-6dbf-4b68-8437-6b36f44326e2,+33609561318,contact.bruz@bebe-breizh-montessori.com,,2021-10-28,,"['usagers', 'professionnels']",Les pré-inscriptions se font via un formulaire accéssible depuis le site internet.,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']",['35047'],,,0.9000000000000001
mes-aides--recmn5hx7MuB13K4l,mes-aides--recmn5hx7MuB13K4l,mes-aides,"Réparation, vente et location de voiture","- Fournir une attestation de quotient familial avec un quotient inférieur à 750€
- Fournir une carte grise au même nom que l'attestation de quotient familial","Réparation, vente et location de voiture à tarif solidaire pour les personnes en difficulté, et selon leur situation.",aide-materielle,"['mobilite--acceder-a-un-vehicule', 'mobilite--entretenir-reparer-son-vehicule']",,,['tous-publics'],,Saint-Grégoire,35760,35278,Rue du Chesnay Beauregard,,-1.689114,48.137199,,https://mes-aides.francetravail.fr/transport/reparer-votre-vehicule/norauto-solidaire/norauto-rennes,+33299879050,contact@manaara.fr,,2025-02-07,,"['usagers', 'professionnels']",,['en-presentiel'],"['se-presenter', 'telephoner', 'envoyer-un-courriel']",['35'],,,0.79
carif-oref--06_2030417S,carif-oref--06_2894,carif-oref,PREPA Clés - Je consolide mes compétences,Ce parcours concerne les publics ayant suivi une scolarite de plusieurs annees en langue francaise (5 ans minimum) ou les publics ayant acquis un niveau suffisant de maitrise du francais (ecrit et oral) notamment a l issue d une formation en FLE correspondant a un niveau A2 du CECRL,"### Objectif de la formation

Le parcours PRÉPA Clés « je consolide mes compétences » a pour objectif de permettre aux bénéficiaires de développer leurs compétences clés afin de consolider leurs connaissances générales et leurs compétences socles intégrant les usages numériques.  
Il s'adresse à des personnes avec ou sans expérience professionnelle et concerne en priorité les publics relevant des niveaux de qualification allant d'infra 3 à 4 qui manifestent le besoin de mettre à niveau leurs compétences. Ce parcours concerne les personnes dont le projet est soit l'accès à la formation qualifiante ou certifiante, soit le passage d'un concours (de catégorie C ou B) de la fonction publique d'État, territoriale ou hospitalière, soit l'accès à l'emploi.  
Sont notamment concernées les personnes :

* Dont la candidature pour accéder à une formation qualifiante n'est pas recevable considérant qu'il est nécessaire de renforcer leurs compétences générales. Ces personnes pourront être orientées par les organismes de formations qualifiants les ayant reçues et évaluées dans le cadre de leurs procédures de recrutement ;
* Qui préparent leur entrée en formation qualifiante dans le cadre du dispositif région « Accompagnement à la Qualification ».

A l'issue du parcours «je consolide mes compétences », les compétences acquises sont valorisées dans le cadre d'une attestation. Les compétences acquises peuvent également au cas par cas être reconnues par la délivrance de badges de compétences notamment sur les compétences transverses et les soft skills

### Contenu de la formation

Ce parcours doit permettre au stagiaire :  
- D'évaluer ses compétences ;  
Soit d'acquérir le(s) niveau(x) requis dans un ou plusieurs domaines des compétences socles et/ou des compétences générales en lien avec le niveau requis pour l'accès à la formation qualifiante, l'accès à un diplôme ou à un concours, l'accès à un emploi ;  
- De développer ses compétences numériques.  
Les domaines de compétences travaillés sont :  
Domaine 1 : Communiquer en français ;  
Domaine 2 : Utiliser les règles de base de calcul et du raisonnement  
mathématique ;  
Domaine 3 : Utiliser les techniques usuelles de l'information et de la  
communication numérique ;  
Domaine 4 : Travailler dans le cadre de règles définies d'un travail en équipe  
;  
Domaine 5 : Travailler en autonomie et réaliser un objectif individuel ;  
Domaine 6 : Apprendre à apprendre tout au long de la vie ;  
Domaine 7 : Maîtriser les gestes et postures, et respecter des règles  
d'hygiène, de sécurité et environnementales élémentaires ;  
Domaine 8 : Communiquer en anglais ;  
Domaine 10 : Maîtriser les compétences de base en biologie et en sciences.  
Les contenus pédagogiques s'appuient sur les référentiels d'enseignement général de niveaux 3 et 4, les référentiels CléA et CléA numérique, PIX,… Les compétences transversales font également l'objet d'apports pédagogiques dans le cadre des ateliers proposés Les situations d'apprentissage sont contextualisées ; proches des réalités du travail et/ou des situations de la vie quotidienne. Les travaux individuels et collectifs du stagiaire ont un lien étroit avec la mise en oeuvre de son projet d'insertion professionnelle. Au cas par cas, des périodes de stage en entreprise peuvent être proposées aux stagiaires. Un positionnement vise à construire un parcours de formation personnalisé, adapté aux besoins spécifiques de chaque individu. Chaque stagiaire réalise des heures d'ateliers selon le calendrier individualisé qui lui est proposé. Les contenus travaillés et leur degré d'approfondissement sont individualisés et dépendent des résultats du positionnement.",formation,"['lecture-ecriture-calcul--maitriser-le-francais', 'numerique--maitriser-les-fondamentaux-du-numerique', 'lecture-ecriture-calcul--maitriser-le-calcul']",,,['demandeurs-emploi'],,Rennes,35000,35238,"Lycee Pierre Mendes-France, 34 Rue Bahon-Rault, CS 46902",,-1.68393,48.133967,,https://www.intercariforef.org/formations/prepa-cles-je-consolide-mes-competences/formation-06_25174085F_2030417S.html,+33299226364,greta-eb.servicecommercial@ac-rennes.fr,,2026-06-12,,['professionnels'],Inscription sur candidature,['a-distance'],"['telephoner', 'envoyer-un-courriel']","['22', '29', '35', '56']",,,0.8299999999999998
cd35--665--information-sur-la-formation-professionnelle-continue,cd35--665,cd35,Information sur la formation professionnelle continue,,"Le point accueil emploi est partenaire du Pôle emploi Rennes Ouest. Il offre les services suivants :
- information, écoute, accompagnement,
- orientation en entretien individuel; consultation des offres d'emploi et de documentation,
- mise en relation avec les employeurs,
- rédaction de CV, lettres de motivation...
Le PAE intervient sur L'Hermitage et La Chapelle-Thouarault.
Le PAE accueille toute personne inscrite ou non à Pôle Emploi depuis le jeune dans la recherche de son orientation jusqu’aux seniors dans la recherche d’un complément de revenus associé à une retraite.Le point accueil emploi est un lieu d’information, d’échanges et d’accompagnement avec une implication dans un travail partenarial. Le PAE travaille en lien avec les professionnels de l’emploi, de l’insertion et de l’action sociale pour une meilleure efficacité dans l’accompagnement du public.Par ailleurs, le point accueil emploi est un outil aux services des employeurs. Par sa connaissance du tissu économique, le PAE met en relation les chercheurs d’emploi en fonction des profils recueillis. De même il propose des aides en matière de recrutement.
 ",information,['se-former--monter-son-dossier-de-formation'],,,"['actifs', 'beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'jeunes']",,L'Hermitage,35590,35131,14 Rue de la Poste,Mairie,-1.817813,48.124192,"  Mardi, jeudi, vendredi : 9h-12h sans rendez-vous ",https://annuaire.ille-et-vilaine.fr/organisme/665-point-accueil-emploi-pae-la-chapelle-thouarault-lhermitage,+33299786668,pae@ville-lhermitage.fr,,2020-11-23,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--941--aide-a-la-famille,cd35--941,cd35,Aide à la famille,,"Les services d’aide et d’accompagnement à domicile (SAAD) désignent les organismes publics (gestion par un Centre Communal d’Action Sociale) ou privés (gestion par une entreprise ou une association) qui interviennent au domicile des personnes pour des actes de la vie quotidienne : aide à la préparation et prise des repas, aide aux tâches ménagères, aide au lever et coucher, accompagnement aux courses…
Ils accompagnement notamment les personnes âgées dépendantes, les personnes en situation de handicap ainsi que les familles.
Les SAAD interviennent :
 - Soit en prestataire de service. Dans ce cas, le SAAD est l’employeur de la personne qui rend le service et s’occupe de toutes formalités (bulletins de salaires, gestion des congés, remplacement, recrutement…). Ces SAAD sont autorisés par le Département.
 - Soit en service mandataire. Dans ce cas, la relation avec l' intervenant à domicile est effectuée par le SAAD. Ce dernier assure les formalités administratives et les déclarations sociales liées à l’emploi mais la personne reste l’employeur légal de l’aide à domicile. Elle doit assurer toutes les responsabilités de celui-ci (recrutement, remplacement, éventuellement licenciement…). Ces SAAD sont agréés par la DIRECCTE – la Direction Régionale des entreprises, de la Concurrence, de la Consommation, du Travail et de l’Emploi.
 - Soit en prestataire de service et en service mandataire.
 
Ce Service d’Aide et d’Accompagnement à Domicile (SAAD) est autorisé par le Conseil Départemental pour intervenir dans le cadre de la Prestation de Compensation du Handicap (PCH) pour les personnes en situation de handicap et de l’Allocation Personnalisée d’Autonomie (APA) pour les personnes âgées.
 
L'association recrute du personnel qualifié et propose des services au domicile des particuliers, famille, personnes âgées, personnes handicapées : ménage, repassage, courses, maintien à domicile, garde d'enfants, entretien de la maison, jardinage/bricolage, collecte de linge, accompagnement vehiculé....",accompagnement,['famille--soutien-a-la-parentalite-et-a-leducation'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles', 'personnes-en-situation-de-handicap', 'seniors']",,Rennes,35700,35238,46 Boulevard Alexis Carrel,,-1.654725,48.120027,"Lundi au vendredi : 9h-13h,14h-17h",https://annuaire.ille-et-vilaine.fr/organisme/941-arc-en-reve-rennes-saad,+33299419654,contact@arcenreve.org,,2021-02-03,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7199999999999999
ma-boussole-aidants--10072072--1,ma-boussole-aidants--10072072,ma-boussole-aidants,Premiers contacts,,"Interlocuteur de premier niveau pour des conseils, orientation et accompagnement dans les démarches d’accès aux droits et aux aides financières. Ils sont en général la première porte d’entrée dans le parcours d’un aidant.",accompagnement,"['difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives', 'difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits', 'equipement-et-alimentation--alimentation', 'logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement', 'remobilisation--lien-social']",gratuit,,,Âge minimum : 0 Âge maximum : 120,Corps-Nuds,35150,35088,31 Rue des Trois Marie,,-1.588107,47.978993,,https://maboussoleaidants.fr/mes-solutions/centre-communal-action-sociale-ccas/35/10072072,+33299440011,,,2025-12-09,,"['usagers', 'professionnels']",,['en-presentiel'],['telephoner'],['243500139'],,,0.8800000000000001
mes-aides--rec1ioUCLNGmjLW5C,mes-aides--rec1ioUCLNGmjLW5C,mes-aides,achat de voiture,"- Habiter en France métropolitaine
- Disposer d’un revenu fiscal de référence par part inférieur ou égal à 14 000 euros
- Avoir un besoin de mobilité lié au projet professionnel
- Rentrer dans les conditions de ressources évaluées par les partenaires prescripteurs ou Renault Group
","achat de voiture à tarif solidaire pour les personnes en difficulté, et selon leur situation.",aide-materielle,['mobilite--acceder-a-un-vehicule'],,,['tous-publics'],,Rennes,35200,35238,15 Rue du Bosphore,,-1.67718,48.084421,,https://mes-aides.francetravail.fr/transport/reparer-votre-vehicule/renault-solidaire/renault-rennes-alma,,,,2025-05-22,,"['usagers', 'professionnels']",,['en-presentiel'],['se-presenter'],['35'],,,0.6399999999999999
dora--aff82fb5-d507-4239-8a8a-959d71c70bac,dora--7b789f81-10eb-4cd8-a98a-bddf5beab225,dora,CCAS et Point Accueil Emploi,,"Accompagnement aux démarches d'accès aux droits.
Logement social, tarification solidaire, carte sortir!, recherche d'emploi et formation, orientation vers les partenaires du territoire.",aide-financiere,"['difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives', 'logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement', 'trouver-un-emploi--faire-des-candidatures-spontanees', 'trouver-un-emploi--repondre-a-des-offres-demploi']",gratuit,,['tous-publics'],,L'Hermitage,35590,35131,1 Place de l'Hôtel de Ville,CCAS,-1.817814,48.127542,,https://dora.inclusion.gouv.fr/services/commune-de-l-hermita-ccas-et-point-accuei,,,,2025-10-01,,"['usagers', 'professionnels']",,['en-presentiel'],"['envoyer-un-courriel', 'se-presenter', 'telephoner']",['35131'],,,0.63
dora--221c7777-9f99-4a84-8be8-879e0da5de2e,dora--90170cd1-128f-454a-bd0e-3e609de325f1,dora,Etre accompagné dans les démarches de l'accès aux droits,,"Chaque centre départemental d'action sociale (CDAS) a pour mission d'accueillir chaque habitant, quelle que soit sa question ou sa problématique. En cas difficulté passagère, une aide peut aider à résoudre la situation. Le CDAS peut aussi répondre à une volonté d’être accompagné dans la durée.

Tête de file de l'ASIP (accueil social inconditionnel de proximité), le département met tout en œuvre pour que vous trouviez la réponse à votre besoin au sein du CDAS ou en étant orienté vers un autre service compétent.

Pour les questions d'accès aux droits, vous pouvez prendre rendez-vous avec un/une assistant.e de polyvalence ou informateur social.

Pour les sujets relatifs au logement, prendre rendez-vous avec un.e CESF : conseiller économique social et familial. Cet agent est spécialisé dans les problématiques d'occupation du logement et pourra réaliser avec vous des démarches comme le dépôt d'une demande de logement social urgente (Relogement Social Prioritaire) ou encore un signalement en cas de logement indécent.",accompagnement,['difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives'],gratuit,,['tous-publics'],,Rennes,35200,35238,7 Boulevard de Yougoslavie,,-1.658187,48.088455,,https://dora.inclusion.gouv.fr/services/cdas-le-blosne-fraci-etre-accompagne-dans,,,,2025-12-22,,"['usagers', 'professionnels']",,['en-presentiel'],"['se-presenter', 'telephoner']",['243500139'],,,0.7800000000000001
monenfant--e74d66a8-c568-40a6-8479-5ab9d74e2c78,monenfant--e74d66a8-c568-40a6-8479-5ab9d74e2c78,monenfant,Garde et accueil des enfants,Cet établissement admet les enfants dont les parents résident sur la commune de Rennes.Les enfants doivent être vaccinés,"## Accueil des enfants en situation d’handicap

Le multi-accueil Bisigoù peut accueillir des enfants porteurs de handicap ou d’une maladie chronique dans la mesure où les locaux d’accueil sont adaptés.

## Le projet pédagogique :

La structure désire agir, au travers de son projet éducatif et social, sur les grandes missions suivantes :
- bilinguisme précoce
- valorisation et soutien à la parentalité
- laïcité et citoyenneté
- écologie et développement durable
- autonomie de l'enfant
- égalité filles-garçons",accompagnement,['famille--garde-denfants'],payant,La tarification est calculée en fonction de vos ressources et du nombre d'enfants à charge (barème national fixé par les Allocations familiales).,['familles'],,Rennes,35200,35238,81 Boulevard Albert 1er,,-1.6798,48.089236,Mo-Fr 07:45-18:30 open; Aug closed; Dec 25-Jan 1 closed,https://monenfant.fr/que-recherchez-vous/MULTI-ACCUEIL BISIGOU  - RENNES/EAJE/e74d66a8-c568-40a6-8479-5ab9d74e2c78,+33299535622,bureaubbr@gmail.com,,2024-04-15,,"['usagers', 'professionnels']",Les demandes d'inscription se font auprès de l'Etoile.,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']",['35238'],,,0.9000000000000001
dora--31e490f0-ddcc-4e0a-859d-2ed22c8f2617,dora--b28fe322-96b2-4a8f-963c-607356df5701,dora,Accompagnement vers l'emploi,,"Le CIBC Bretagne est un prestataire de référence dans le champ du conseil, de l’accompagnement des trajectoires professionnelles et de la gestion des emplois et des compétences sur le territoire Breton.

---

Les CIBC ont été créés en 1986 par les pouvoirs publics afin de réaliser des bilans de compétences à la demande des salariés.

Avec le soutien des partenaires sociaux, les CIBC assument aussi une mission plus large d’accompagnement des politiques publiques en matière d’emploi, d’orientation, de formation professionnelle, et de validation des acquis de l’expérience.

Les CIBC permettent de sécuriser les individus dans leur parcours professionnel, et les entreprises dans la gestion de leur performance. L’association CIBC Bretagne a pour objet d’orienter tout au long de la vie, d’accompagner les trajectoires professionnelles, de reconnaître et valoriser les compétences acquises au cours de l’expérience, et d’intervenir en conseil et en accompagnement sur les besoins RH et organisationnels.

Le CIBC Bretagne est un prestataire de référence dans le champ du conseil, de l’accompagnement des trajectoires professionnelles et de la gestion des emplois et des compétences sur le territoire Breton.

Par nos prestations nous sommes facilitateurs et outillons la communication entre les collaborateurs et les entreprises dans le domaine de l’emploi et de l’orientation.",atelier,"['preparer-sa-candidature--developper-son-reseau', 'preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi', 'preparer-sa-candidature--realiser-un-cv-et-ou-une-lettre-de-motivation', 'preparer-sa-candidature--valoriser-ses-competences', 'trouver-un-emploi--convaincre-un-recruteur-en-entretien', 'trouver-un-emploi--faire-des-candidatures-spontanees', 'trouver-un-emploi--repondre-a-des-offres-demploi', 'trouver-un-emploi--suivre-ses-candidatures-et-relancer-les-employeurs']",gratuit,"Inscription sur l'espace France Travail.
Financement CPF ou entreprises",['tous-publics'],,Janzé,35150,35136,2 Rue Louis Amoureux,,-1.498177,47.958135,,https://dora.inclusion.gouv.fr/services/cibc-bretagne-cibc-b-bxxm-accompagnement-vers--oifz,+33230909781,contact@cibc-bretagne.fr,,2026-06-04,https://dora.inclusion.gouv.fr/services/cibc-bretagne-cibc-b-bxxm-accompagnement-vers--oifz/orienter,"['usagers', 'professionnels']",,"['a-distance', 'en-presentiel']","['envoyer-un-courriel', 'telephoner', 'utiliser-lien-mobilisation']","['22', '29', '35', '56']",,,1.0
carif-oref--06_2077202S,carif-oref--06_9793,carif-oref,Préparatoire à la formation et à l'emploi,-,"### Objectif de la formation

Préparatoire à la formation : confirmer le réalisme d'un projet de formation et acquérir les prérequis nécessaires pour l'entrée en formation  
Préparatoire à l'emploi : rechercher un emploi et définir l'environnement professionnel le plus adapté à la personne

### Contenu de la formation

Préparatoire à la formation : un parcours personnalisé  
Effectuer un bilan global de la situation personnelle des connaissances scolaires  
Procéder à une remise à niveau scolaire  
S'initier aux techniques professionnelles en fonction du projet de formation  
Se confronter éventuellement aux réalités professionnelles en entreprises  
Préparatoire à l'emploi : un parcours personnalisé  
Dynamisation vers l'emploi  
Réaliser un bilan personnel et professionnel  
Approfondir la connaissance de l'environnement économique  
Effectuer des séjours en entreprise  
Développer l'autonomie dans les démarches nécessaires à la recherche  
d'emploi (prospection, argumentation, négociation)  
Recherche d'emploi accompagné  
Être en situation réelle de recherche d'emploi  
Prospecter les entreprises  
Identifier les difficultés éventuelles et moyens d'y remédier  
Phase éventuelle d'accompagnement individuel  
Remédier aux difficultés recensées lors des phases précédentes pour aboutir à la solution la plus appropriée",formation,"['trouver-un-emploi--suivre-ses-candidatures-et-relancer-les-employeurs', 'preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi', 'choisir-un-metier--confirmer-son-choix-de-metier']",,,['actifs'],Preparatoire a l Emploi,Rennes,35700,35238,31 Rue Guy Ropartz,,-1.657016,48.130083,,https://www.intercariforef.org/formations/preparatoire-a-la-formation-et-a-l-emploi/formation-06_1803546F_2077202S.html,+33223272337,fevrier.marie-francoise@ladapt.net,,2026-04-24,,['professionnels'],,['a-distance'],"['telephoner', 'envoyer-un-courriel']","['22', '29', '35', '56']",,,0.89
dora--d394c265-5bf8-4e3c-bd96-87e5c73b997e,dora--ac95184f-7a11-410d-aaa5-3c0c266299ac,dora,Conseils et coaching mobilité,Les justificatifs à fournir dépendent de votre territoire et de votre statut.,"Notre association peut vous conseiller sur l'ensemble des sujets liés à la mobilité :

- Utilisation des modes de transport

- Utilisation des applications et des outils pour se déplacer

- Accompagnement pour l'obtention d'aides financières

- Accompagnement au passage de licences de conduite

- Achat, location ou réparation d'un véhicule


<!-- -->

Notre accompagnement est personnalisé, et s'adapte à votre situation.

En complément ou à défaut de ce service, d’autres solutions mobilité peuvent être proposées par Wimoov. Vous pouvez les consulter via ce lien : [https://wimoov.org/nos-solutions/](<https://wimoov.org/nos-solutions/>)",accompagnement,['mobilite--etre-accompagne-dans-son-parcours-mobilite'],gratuit,,['tous-publics'],,Rennes,35200,35238,107 Avenue Henri Fréville,"Métro Henri Fréville - Lignes bus 3, 33, 37, 59, 61, 72, 74, 79, 159, 161, 172 arrêt Henri Fréville - Gare à 2,3km",-1.673962,48.086204,,https://dora.inclusion.gouv.fr/services/wimoov-ille-et-vilai--cqtq,,grand-ouest@wimoov.org,,2026-04-29,,"['usagers', 'professionnels']","Demande d’accompagnement via notre site ou orientation par un référent social (ex. assistante sociale) ou professionnel (ex. conseiller Pôle emploi, mission locale…). Nous vous invitons à le contacter pour accéder à nos services. Prescription via notre interface Win : https://admin.wimoov.org/site/login","['a-distance', 'en-presentiel']",,['35'],,,0.9399999999999997
france-travail--BRE0079-24,france-travail--BRE0079,france-travail,Activ'Projet,Être inscrit à France Travail.,"Vous souhaitez ou devez changer de métier ? Vous doutez de la voie à suivre ? Changer de métier, ça se prépare ! 
Avant de choisir un métier ou de vous reconvertir, il est essentiel de confronter l’idée que vous vous faites du nouveau métier avec sa réalité et les perspectives d’emploi.

Activ'projet est un service délivré par France Travail. Il vous permet d’élaborer ou de confirmer un ou plusieurs projets professionnels avec un conseiller en évolution professionnelle.

Activ’projet vous permet :

- D’explorer des pistes professionnelles correspondant à vos critères et aux compétences recherchées par les entreprises

- De clarifier vos souhaits et aspirations

- De Réaliser une ou plusieurs immersions professionnelles (PMSMP) pour découvrir un métier ou confirmer votre projet professionnel.

- De Sécuriser la poursuite de votre parcours en étant informé sur les dispositifs adaptés si vous avez un besoin de formation.

Sur une durée de 8 à 12 semaines vous pourrez :

- Faire le point sur vos expériences et votre parcours professionnel,

- Identifier vos compétences, centres d’intérêt, valeurs et aspirations,

- Découvrir les emplois et métiers qui correspondent à vos critères et aux compétences recherchées par les entreprises,

- Préciser ou confirmer les éléments de votre projet professionnel,

A l’issue, repartir avec une feuille de route permettant de rendre concret votre projet professionnel 

Inscription :

- depuis l'espace personnel France Travail

- ou en contactant un conseiller France Travail",accompagnement,"['choisir-un-metier--confirmer-son-choix-de-metier', 'choisir-un-metier--identifier-ses-points-forts-et-ses-competences', 'choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite']",gratuit,,['demandeurs-emploi'],,Rennes,35200,35238,40 Avenue Andrée Viollis,,-1.661201,48.088446,"Mo-Fr 08:30-12:30 open ""Sans rendez-vous""; PH off",,3949,,,2026-03-31,https://candidat.francetravail.fr/prestations/servicescarte?codeTypePrestation=AP3&codeApplicationOrigine=DORA,"['professionnels', 'usagers']","Pour les usagers, la demande est à faire depuis l’espace personnel du demandeur d’emploi via le lien fourni.","['en-presentiel', 'a-distance']","['utiliser-lien-mobilisation', 'telephoner']",['35'],,,1.0
france-travail--BRE0070-22,france-travail--BRE0070,france-travail,Réaliser son Cv en anglais/ en allemand/ en espagnol,Être inscrit à France Travail.,"Vous vous demandez comment rédiger un bon CV en anglais/ en allemand ou en espagnol ?
Quels sont les incontournables à respecter selon les pays visés ?

Cet atelier-conseil vous permet de :

- Identifier vos compétences à mettre en valeur dans un contexte interculturel

- Rédiger votre CV en anglais/ en allemand/ en espagnol

- Adapter votre CV aux attentes des recruteurs des pays ciblés

- Bénéficier de conseils pour améliorer votre candidature.

<!-- -->

Durée : Une demi-journée

Inscription :

- depuis l'espace personnel France Travail 
- ou en contactant un conseiller France Travail

<!-- -->",atelier,"['preparer-sa-candidature--realiser-un-cv-et-ou-une-lettre-de-motivation', 'preparer-sa-candidature--valoriser-ses-competences']",gratuit,,['demandeurs-emploi'],,Rennes,35700,35238,4 Rue René Dumont,,-1.677853,48.129702,"Mo-Fr 08:30-12:30 open ""Sans rendez-vous""; PH off",,3949,,,2026-03-31,https://candidat.francetravail.fr/prestations/servicescarte?codeTypePrestation=ATR&codeThemeAtelier=R03,"['professionnels', 'usagers']","Pour les usagers, la demande est à faire depuis l’espace personnel du demandeur d’emploi via le lien fourni.","['en-presentiel', 'a-distance']","['utiliser-lien-mobilisation', 'telephoner']",['35'],,,1.0
