Identifiant,URL,Titre,Description,Description longue,Détail des conditions,Mots clés,Dernière mise à jour,Résumé horaires,Première date - Début,Première date - Fin,Dernière date - Début,Dernière date - Fin,Horaires détaillés,Code d'accessibilité,Accessibilité,Identifiant du lieu,Coordonnées géographiques,Nom du lieu,Adresse,Arrondissement,Code INSEE,Code postal,Ville,Région,Département,Site web du lieu,Liens du lieu,Tags du lieu,Description du lieu,Accès / Itinéraire,Lien d'accès en ligne,Age minimum,Age maximum,Agenda d'origine (titre),Agenda d'origine (uid)
54494898,https://openagenda.com/jep/events/ateliers-en-famille-or-concours-de-grimaces,Ateliers en famille | Concours de grimaces,Journées européennes du patrimoine 2023,"<p>Jeremy Deller rassemble des images et objets populaires anglais, comme le championnat du monde de grimaces. Et si à notre tour on faisait un concours de grimaces ? Seul.e ? En famille ? Entre ami.es ? Venez faire votre plus belle mimique, le tout est de rire et de s’amuser ! On compte sur vous !</p>","Sans réservation, dans la limite des places disponibles",,2023-09-23T16:07:32+02:00,16 et 17 septembre,2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,2023-09-17T14:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}, {""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",mi,handicap moteur,10845079,"48.131388, -1.695113","Frac Bretagne, Fonds Régional d'Art Contemporain","19 avenue André Mussat, Rennes, 35011",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.fracbretagne.fr,,"Musée, salle d'exposition","Crédits de l'Image : Odile Decq
Région Bretagne - Roland Halbe",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
58846741,https://openagenda.com/jep/events/serigraphier-une-illustration-patrimoniale-6120024,Sérigraphier une illustration patrimoniale,Événement des Champs Libres,<p>L'atelier La Presse purée a conçu une création graphique originale à partir d'illustrations extraites de livres anciens conservés à la bibliothèque. A sérigraphier sur papier A3 et à emporter !</p>,Hall - Champs Libres,jemp,2023-09-23T16:09:17+02:00,16 et 17 septembre,2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,2023-09-17T14:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}, {""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,31093505,"48.105118, -1.674703",Les Champs Libres,"10, cours des Alliés, 35000, Rennes",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.leschampslibres.fr/,https://www.facebook.com/museebretagne/;https://twitter.com/museedebretagne;https://www.instagram.com/museedebretagne/;https://www.musee-bretagne.fr/expositions-et-evenements/evenements/journees-europeennes-du-patrimoine/,"Musée, salle d'exposition","Structure culturelle hybride, les Champs Libres regroupent la Bibliothèque de Rennes Métropole, le musée de Bretagne, la salle de conférences Hubert Curien et la salle d'expositions Anita Conti, et l'Espace des sciences.

Le musée de Bretagne offre un parcours de visite sur plus de 2000 m² et plusieurs expositions temporaires par an. 
Musée d'histoire et de société, il constitue une porte d'entrée indispensable et passionnante pour comprendre la Bretagne d'aujourd'hui. Bretons d'ici et d'ailleurs, curieux de passage, amoureux de la Bretagne, chacun peut y découvrir les traces d'un passé, trouver des résonances avec nos sociétés contemporaines, comprendre intimement notre région : le musée de Bretagne est un miroir que la Bretagne s'offre à elle-même et tend au monde.",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
20040170,https://openagenda.com/jep/events/a-la-decouverte-du-technicentre-industriel-de-rennes,A la découverte du technicentre industriel SNCF de Rennes,"Venez découvrir le Technicentre industriel de Rennes, un site spécialisé dans la réparation des pièces de freins de toute la flotte SNCF mais aussi de clients externes....","<p>Venez découvrir le Technicentre industriel de Rennes, un site spécialisé dans la réparation des pièces de freins de toute la flotte SNCF mais aussi de clients externes.<br />Depuis l'arrivée des organes de freinage à réparer jusqu'à leur départ pour une nouvelle vie, vous pourrez découvrir les compétences nécessaires et les installations à disposition pour répondre aux enjeux de notre production et appréhender nos charges croissantes.<br />Nos bénévoles vous présenteront l'envers du décor d'un bâtiment ferroviaire qui ne dispose pas de rails ni de rame mais reste stratégique pour la circulation des trains en toute sécurité.</p>
<p><em>Chaque visite dure 1heure avec un départ toutes les demi-heures.</em><br />Rendez-vous sur <a href=""https://patrimoine.sncf.com""><a href=""https://patrimoine.sncf.com"">https://patrimoine.sncf.com</a></a> pour retrouver le programme complet des JEP SNCF.</p>",Inscriptions à partir du 2 septembre 2023​,,2023-09-23T17:16:11+02:00,"Samedi 16 septembre, 09h30, 10h00, 10h30, 11h00, 13h00, 13h30, 14h00, 14h30",2023-09-16T09:30:00+02:00,2023-09-16T10:00:00+02:00,2023-09-16T14:30:00+02:00,2023-09-16T15:00:00+02:00,"[{""begin"": ""2023-09-16T09:30:00+02:00"", ""end"": ""2023-09-16T10:00:00+02:00""}, {""begin"": ""2023-09-16T10:00:00+02:00"", ""end"": ""2023-09-16T10:30:00+02:00""}, {""begin"": ""2023-09-16T10:30:00+02:00"", ""end"": ""2023-09-16T11:00:00+02:00""}, {""begin"": ""2023-09-16T11:00:00+02:00"", ""end"": ""2023-09-16T11:30:00+02:00""}, {""begin"": ""2023-09-16T13:00:00+02:00"", ""end"": ""2023-09-16T13:30:00+02:00""}, {""begin"": ""2023-09-16T13:30:00+02:00"", ""end"": ""2023-09-16T14:00:00+02:00""}, {""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T14:30:00+02:00""}, {""begin"": ""2023-09-16T14:30:00+02:00"", ""end"": ""2023-09-16T15:00:00+02:00""}]",mi,handicap moteur,26107324,"48.070573, -1.702789",Technicentre industriel de Rennes,"Rue des Champs Ruffaux, 35136, Saint-Jacques-de-la-Lande",,35281,35136,Saint-Jacques-de-la-Lande,Bretagne,Ille-et-Vilaine,,,"Première participation;Patrimoine ferroviaire, des transports et du génie civil",,"Présence de parking, possibilité de venir en transport (bus 59 et 72 - arrêt Vallon ou Mivoie suivant les horaires)",,,99,Journées européennes du patrimoine 2023 : Bretagne,3301657
97969249,https://openagenda.com/jep/events/matrimoines-journee-de-reflexion-et-dechanges,Matrimoine[s] ? Journée de réflexion et d'échanges,Journées européennes du patrimoine 2023,"<p>Pour ouvrir le week-end des Journées européennes du patrimoine – consacrées cette année au patrimoine vivant – Bretagne Culture Diversité, en partenariat avec HF Bretagne, organise la journée d’étude « Matrimoine[s] ? ».<br />Loin d’être un néologisme, le terme de matrimoine remonte au Moyen-Âge. Peu à peu effacé de nos dictionnaires, le mot a été récemment réhabilité et répond à l’enjeu de (re)donner aux femmes leur place dans un héritage culturel commun.<br />Il est même devenu un sujet à part entière pour les acteurs de la culture et du patrimoine en Bretagne.<br />Le matrimoine reste toutefois source d’interrogations.<br />Alors, discutons-en !<br />Et rendez-vous à 19h pour finir la journée avec le concert de Muga !</p>
<p></p>
<p><em>Une journée d'étude du cycle de conférences ""Causons patrimoine"" de La région Bretagne</em></p>",Entrée gratuite sur inscription,,2023-09-23T17:21:45+02:00,"Vendredi 15 septembre, 09h30",2023-09-15T09:30:00+02:00,2023-09-15T20:00:00+02:00,2023-09-15T09:30:00+02:00,2023-09-15T20:00:00+02:00,"[{""begin"": ""2023-09-15T09:30:00+02:00"", ""end"": ""2023-09-15T20:00:00+02:00""}]",vi;mi,"handicap visuel,handicap moteur",69238507,"48.110553, -1.693958",ADEC - Maison du théâtre amateur,"45 rue Papu, 35000, Rennes",Bourg l'Évesque - La Touche - Moulin du Comte,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,https://adec-theatre-amateur.fr/,,"Lieu de spectacles, sports et loisirs","Regroupés au sein du mouvement associatif de l’A.D.E.C. (Art Dramatique Expression Culture) depuis 1970, les praticiens amateurs de théâtre ont décidé de mettre en commun des livres, du matériel, des costumes ainsi que des moyens de mettre en place des formations et des rencontres avec des professionnels, dans un esprit d’éducation populaire, de cultures partagées et d’exigence artistique.

Fort de ce mouvement, l’ADEC, avec sa Maison du théâtre amateur de Rennes, s’est imposée comme le premier centre de ressources d’Ille-et-Vilaine. 
Composée d’un théâtre, d’une bibliothèque théâtrale de prêt et d’une équipe professionnelle, l’ADEC accompagne, développe et valorise le théâtre des amateurs sur le territoire du département et de la Bretagne.","En métro, arrêt Anatole France ou République / En bus : C2 arrêt Horizons ; C4 et 11 arrêt Chèques Postaux",,18,99,Journées européennes du patrimoine 2023 : Bretagne,3301657
98579668,https://openagenda.com/jep/events/visite-guidee-gare-de-rennes,Visite guidée  - Gare de Rennes,Journées européennes du patrimoine 2023,"<p>Vsite de la gare de Rennes par Jérôme Cucarull historien et auteur de ""La gare de Rennes de 1857 à 2023 - Des trains et des hommes dans la ville"". Construite dans les années 1850, en pleine révolution industrielle, la gare de Rennes a évolué avec son temps, jusqu'à devenir le complexe ultramoderne d'aujourd'hui.</p>","12 personnes par créneau horaire / Inscription à l’avance, à partir du 1er septembre",,2023-09-23T16:31:33+02:00,16 et 17 septembre,2023-09-16T11:00:00+02:00,2023-09-16T12:15:00+02:00,2023-09-17T16:00:00+02:00,2023-09-17T17:15:00+02:00,"[{""begin"": ""2023-09-16T11:00:00+02:00"", ""end"": ""2023-09-16T12:15:00+02:00""}, {""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T15:15:00+02:00""}, {""begin"": ""2023-09-16T16:00:00+02:00"", ""end"": ""2023-09-16T17:15:00+02:00""}, {""begin"": ""2023-09-17T11:00:00+02:00"", ""end"": ""2023-09-17T12:15:00+02:00""}, {""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T15:15:00+02:00""}, {""begin"": ""2023-09-17T16:00:00+02:00"", ""end"": ""2023-09-17T17:15:00+02:00""}]",,,2435868,"48.104017, -1.673155",Gare de Rennes,19 pl de la gare 35000 Rennes,Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,,https://www.garesetconnexions.sncf/fr/gare/frrns/rennes/actualites,"Patrimoine ferroviaire, des transports et du génie civil",Gare SNCF,"train, metro, bus",,,99,Journées européennes du patrimoine 2023 : Bretagne,3301657
98724625,https://openagenda.com/jep/events/luniversite-de-rennes-5647829,Découverte des collections patrimoniales de l'Université de Rennes,Journées européennes du patrimoine 2023,"<p>Visites guidées : la galerie de zoologie, la galerie d'instruments scientifiques anciens et contemporains, les peintures de Mathurin Méheut et Yvonne Jean-Haffen.</p>",Visites guidées sur réservation obligatoire (durée de la visite : 45min) à 13h30 et 14h45,,2023-09-23T17:15:44+02:00,"Samedi 16 septembre, 13h30, 14h45",2023-09-16T13:30:00+02:00,2023-09-16T14:15:00+02:00,2023-09-16T14:45:00+02:00,2023-09-16T15:30:00+02:00,"[{""begin"": ""2023-09-16T13:30:00+02:00"", ""end"": ""2023-09-16T14:15:00+02:00""}, {""begin"": ""2023-09-16T14:45:00+02:00"", ""end"": ""2023-09-16T15:30:00+02:00""}]",,,40917856,"48.1224, -1.63864",Université de Rennes - Campus de Baulieu,"Campus de Beaulieu 263, avenue du Général Leclerc,35000, Rennes",Quartiers Nord-Est,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,https://culture.univ-rennes.fr/actualites/visiter-les-collections,,"Édifice scolaire et éducatif;Monument historique;Archives;Espace naturel, parc, jardin;Musée, salle d'exposition;Lieu de spectacles, sports et loisirs",,"Métro B : arrêt Beaulieu / Université ; Bus C4, C6 : arrêt Tournebride./ Le lieu de rendez-vous est à l'accueil de l'université, bâtiment 1 puis suivre le fléchage. Si vous venez en voiture, le parking de l'entrée principale sera ouvert (face au restaurant ""le Tournebride"").",https://www.billetweb.fr/visites-journee-du-patrimoine-2023,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
9358423,https://openagenda.com/jep/events/la-boum-des-enfants-3605104,La Boum des enfants,Journées européennes du patrimoine 2023,<p>Venez danser sur les rythmes britanniques endiablés de DJ Pouss-Disk !</p>,Entrée libre,,2023-09-23T16:42:58+02:00,"Dimanche 17 septembre, 16h00",2023-09-17T16:00:00+02:00,2023-09-17T16:45:00+02:00,2023-09-17T16:00:00+02:00,2023-09-17T16:45:00+02:00,"[{""begin"": ""2023-09-17T16:00:00+02:00"", ""end"": ""2023-09-17T16:45:00+02:00""}]",,,10845079,"48.131388, -1.695113","Frac Bretagne, Fonds Régional d'Art Contemporain","19 avenue André Mussat, Rennes, 35011",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.fracbretagne.fr,,"Musée, salle d'exposition","Crédits de l'Image : Odile Decq
Région Bretagne - Roland Halbe",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
7258099,https://openagenda.com/jep/events/seance-decoute-musicale-gothique-avec-le-label-akuphone,"Séance d’écoute musicale gothique, avec le label Akuphone",Journées européennes du patrimoine 2023,"<p>Plongée musicale dans ce qui pourrait être l’identité cachée de l’architecture du Frac : l’identité gothique !</p>
<p></p>
<p>Non loin du film de Jeremy Deller sur les fans du groupe Depeche Mode, avec une vue imprenable sur le bâtiment, vous pourrez écouter une sélection musicale imaginée par Fabrice Géry alias Cheb Gero du Label Akuphone, et vous immerger dans toutes les facettes du style gothique.</p>","Sans réservation, dans la limite des places disponibles",,2023-09-23T15:50:24+02:00,"Dimanche 17 septembre, 15h00",2023-09-17T15:00:00+02:00,2023-09-17T18:00:00+02:00,2023-09-17T15:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-17T15:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,10845079,"48.131388, -1.695113","Frac Bretagne, Fonds Régional d'Art Contemporain","19 avenue André Mussat, Rennes, 35011",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.fracbretagne.fr,,"Musée, salle d'exposition","Crédits de l'Image : Odile Decq
Région Bretagne - Roland Halbe",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
35990073,https://openagenda.com/jep/events/matrimoines-1326855,Matrimoine[s] ?,"Patrimoine des femmes ? Patrimoine par les femmes ? Ou matrimoine(s) ? Universitaires, membres d’associations et artistes viendront échanger et débattre le temps d’une journée d’étude en ouvert...","<p>Patrimoine des femmes ? Patrimoine par les femmes ? Ou matrimoine(s) ? Universitaires, membres d’associations et artistes viendront échanger et débattre le temps d’une journée d’étude en ouverture des Journées européennes du matrimoine et du patrimoine.<br /><a href=""https://www.bcd.bzh/fr/bretagne-culture-diversite/"">Site de Bretagne Culture Diversité</a><br /><a href=""https://hfbretagne.com/"">Site d'HF+ Bretagne</a><br /><em>Une journée dans le cadre du cycle de conférences ""Causons patrimoine"" de La région Bretagne</em></p>",entrée libre sur inscription,,2023-09-23T17:21:33+02:00,"Vendredi 15 septembre, 09h30",2023-09-15T09:30:00+02:00,2023-09-15T21:00:00+02:00,2023-09-15T09:30:00+02:00,2023-09-15T21:00:00+02:00,"[{""begin"": ""2023-09-15T09:30:00+02:00"", ""end"": ""2023-09-15T21:00:00+02:00""}]",vi;mi,"handicap visuel,handicap moteur",69238507,"48.110553, -1.693958",ADEC - Maison du théâtre amateur,"45 rue Papu, 35000, Rennes",Bourg l'Évesque - La Touche - Moulin du Comte,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,https://adec-theatre-amateur.fr/,,"Lieu de spectacles, sports et loisirs","Regroupés au sein du mouvement associatif de l’A.D.E.C. (Art Dramatique Expression Culture) depuis 1970, les praticiens amateurs de théâtre ont décidé de mettre en commun des livres, du matériel, des costumes ainsi que des moyens de mettre en place des formations et des rencontres avec des professionnels, dans un esprit d’éducation populaire, de cultures partagées et d’exigence artistique.

Fort de ce mouvement, l’ADEC, avec sa Maison du théâtre amateur de Rennes, s’est imposée comme le premier centre de ressources d’Ille-et-Vilaine. 
Composée d’un théâtre, d’une bibliothèque théâtrale de prêt et d’une équipe professionnelle, l’ADEC accompagne, développe et valorise le théâtre des amateurs sur le territoire du département et de la Bretagne.","En métro, arrêt Anatole France ou République / En bus : C2 arrêt Horizons ; C4 et 11 arrêt Chèques Postaux",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
93043966,https://openagenda.com/jep/events/laissez-vous-guider-dans-les-coulisses-des-archives-departementales,Laissez-vous guider dans les coulisses des Archives départementales,Journées européennes du patrimoine 2023,"<p>Laissez-vous guider dans les coulisses des Archives départementales<br />Des visites originales pour comprendre le quotidien des Archives et découvrir les secrets de ce grand bâtiment<br />Entrez et visitez des espaces habituellement fermés au public en vous laissant guider par des professionnels chevronnés qui vous parleront du bâtiment, des métiers des archives et des documents rares et précieux qui sont conservés dans ces murs.<br /><em>Une visite en LSF le samedi et le dimanche à 13h45.</em><br /><em>tout public – durée : 45 mn – RV dans le hall principal du bâtiment</em></p>",réservation pour les visites LSF : rencontres.archives@ille-et-vilaine.fr  programme détaillé des animations proposées sur archives.ille-et-vilaine.fr,,2023-09-23T16:20:31+02:00,16 et 17 septembre,2023-09-16T13:30:00+02:00,2023-09-16T18:00:00+02:00,2023-09-17T13:30:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T13:30:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}, {""begin"": ""2023-09-17T13:30:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",hi;mi,"handicap auditif,handicap moteur",78599250,"48.12907, -1.69268",Archives Départementales d'Ille et Vilaine,"1 rue Jacques Léonard, 35000, Rennes",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://archives.ille-et-vilaine.fr/fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
76185187,https://openagenda.com/jep/events/la-maison-provinciale-des-filles-de-jesus-et-lexpo-de-lize-mazo-peintre-et-sculptrice,"Visite commentée - Exposition de Lise Mazo, peintre et sculptrice",Journées européennes du patrimoine 2023,"<p>L’exposition des œuvres de Lise Mazo est l’occasion de découvrir le bâtiment qui héberge l’atelier de l’artiste à la Maison Provinciale des Filles de Jésus.<br />Un édifice de béton brut percé de fines vitres rarement ouvert au public.<br />« Son intériorité, en opposition avec l’agitation du quartier, interpelle par son calme monacal, sa lumière éthérée et sa matérialité première » fait valoir l’architecte.<br />Exposition - En savoir plus <a href=""https://www.fillesdejesus.org/espace-lise-mazo/"">Espace Lise Mazo</a></p>",,,2023-09-23T16:40:48+02:00,16 et 17 septembre,2023-09-16T09:00:00+02:00,2023-09-16T10:00:00+02:00,2023-09-17T16:00:00+02:00,2023-09-17T17:00:00+02:00,"[{""begin"": ""2023-09-16T09:00:00+02:00"", ""end"": ""2023-09-16T10:00:00+02:00""}, {""begin"": ""2023-09-16T11:00:00+02:00"", ""end"": ""2023-09-16T12:00:00+02:00""}, {""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T15:00:00+02:00""}, {""begin"": ""2023-09-16T16:00:00+02:00"", ""end"": ""2023-09-16T17:00:00+02:00""}, {""begin"": ""2023-09-17T09:00:00+02:00"", ""end"": ""2023-09-17T10:00:00+02:00""}, {""begin"": ""2023-09-17T11:00:00+02:00"", ""end"": ""2023-09-17T12:00:00+02:00""}, {""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T15:00:00+02:00""}, {""begin"": ""2023-09-17T16:00:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}]",,,13108527,"48.105967, -1.673902",La Maison provinciale des Filles de Jésus,17 boulevard Magenta,Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,https://www.fillesdejesus.org/espace-lise-mazo/,,Ouverture exceptionnelle;Architecture contemporaine remarquable;Édifice religieux,,,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
28276306,https://openagenda.com/jep/events/conference-sur-le-patrimoine-artisanal-industriel-et-commercial,"Conférence sur le patrimoine artisanal, industriel et commercial",Journées européennes du patrimoine 2023,"<p>Conférence illustrée sur le fonctionnement de la ville au début du XXe avec ses places, ses halles, ses marchés divers, ses tisserands, ses industries, ses hôtels.<br />Exposition d’anciens outils des artisans en partenariat avec le musée de l’Outil et des métiers de Tinténiac.</p>",,,2023-09-23T16:59:11+02:00,"Samedi 16 septembre, 18h00",2023-09-16T18:00:00+02:00,2023-09-16T19:30:00+02:00,2023-09-16T18:00:00+02:00,2023-09-16T19:30:00+02:00,"[{""begin"": ""2023-09-16T18:00:00+02:00"", ""end"": ""2023-09-16T19:30:00+02:00""}]",,,73362489,"48.295575, -1.947211",Théâtre de Bécherel,"7 chemin de la Roncette, 35190, Bécherel",,35022,35190,Bécherel,Bretagne,Ille-et-Vilaine,https://www.theatre-becherel.fr/,,"Ouverture exceptionnelle;Édifice d'artisanat, du commerce et du tertiaire;Édifice industriel, scientifique et technique;Lieu de culture, spectacles, sports et loisirs","""Le théâtre de Bécherel a été construit dans les années 1930 par les habitants de Bécherel. Depuis 2018, il se réinvente par et pour son territoire. Il accueille à la fois un café associatif, un lieu de spectacles et de résidence et un ciné-club. 
À chaque saison, une nouvelle programmation s’invente dans et hors-les-murs. Le théâtre est piloté par l’association L’École Parallèle Imaginaire et par une trentaine de complices"".",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
92844210,https://openagenda.com/jep/events/le-reservoir-des-gallets,Le réservoir des Gallets,Journées européennes du patrimoine 2023,"<p>Le réservoir des Gallets est une cathédrale de pierre souterraine étonnante. On y pénètre par un discret escalier en colimaçon pour découvrir un immense réservoir construit en 1880 pour amener l’eau potable à Rennes depuis le Pays de Fougères via l’aqueduc de la Minette. Une réserve de près de 20 000 m3 d’eau stockés dans un bâtiment comptant 196 colonnes de pierres maçonnées de plus de 6 mètres de haut. Ce réservoir n’est plus en service depuis 2012 mais sa visite vaut le coup d’œil. En raison de la configuration des lieux, la visite n’est pas adaptée aux personnes à mobilité réduite et aux enfants de moins de 6 ans. Elle est également déconseillée aux personnes sujettes à la claustrophobie et au vertige. Prévoir des chaussures fermées, adaptées à la marche pour entrer dans ce décor étonnant.</p>",inscription obligatoire jusqu'au 13 septembre,,2023-09-23T16:20:20+02:00,16 et 17 septembre,2023-09-16T09:00:00+02:00,2023-09-16T19:00:00+02:00,2023-09-17T09:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T09:00:00+02:00"", ""end"": ""2023-09-16T19:00:00+02:00""}, {""begin"": ""2023-09-17T09:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,14678816,"48.126631, -1.643123",Réservoir des Gallets,"Réservoir des Gallets, 35700, Rennes",Jeanne d'Arc - Longs Champs - Beaulieu,35238,35703,Rennes,Bretagne,Ille-et-Vilaine,https://tourisme-rennes.com,https://www.tourisme-rennes.com/fr/decouvrir-rennes/histoire/reservoir-des-gallets/,"Ouverture exceptionnelle;Villes et Pays d'art et d'histoire;Édifice industriel, scientifique et technique","Le réservoir des Gallets est une cathédrale de pierre souterraine étonnante. 
On y pénètre par un discret escalier en colimaçon pour découvrir un immense réservoir construit en 1880 pour amener l’eau potable à Rennes depuis le Pays de Fougères via l’aqueduc de la Minette. Une réserve de près de 20 000 m3 d’eau stockés dans un bâtiment comptant 196 colonnes de pierres maçonnées de plus de 6 mètres de haut. 
Ce réservoir n’est plus en service depuis 2012 mais sa visite vaut le coup d’œil.","En raison de la configuration des lieux, la visite n’est pas adaptée aux personnes à mobilité réduite et aux enfants de moins de 6 ans. Elle est également déconseillée aux personnes sujettes à la claustrophobie et au vertige. Prévoir des chaussures fermées, adaptées à la marche pour entrer dans ce décor étonnant.",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
22188957,https://openagenda.com/jep/events/visites-guidees-du-moulin-du-boel,Visites guidées du Moulin du Boël,"L’histoire de la Vilaine, du site, du moulin et surtout l’histoire des hommes à travers les siècles vous sera racontée. Une exposition de photos sera proposée par Bruz Chromatik.","<p>Dans le cadre des Journées Européennes du Patrimoine, l’association Les Amis du Boël, en collaboration avec la Ville de Bruz, ouvrira le Moulin du Boël<br />L’histoire de la Vilaine, du site, du moulin et surtout l’histoire des hommes à travers les siècles (les meuniers, les carriers, les bateliers…) vous sera racontée.<br />Vous pourrez (re)decouvrir le moulin et son histoire, profiter d’une exposition du sculpteur Nino’s, un passionné d’environnement qui utilise les déchets pour nous sensibiliser à sa protection, mais également admirer les peintures d’Alain Quemerais et de Marie Loron.<br />Une exposition de photos sera proposée par Bruz Chromatik.</p>
<p></p>
<p>Le Cercle Celtique de Bruz se produira également, samedi 18 septembre en après-midi, devant le moulin.</p>","Sans inscriptions préalables, billetterie gratuite sur place / 
Information : amisduboel35@gmail.com",,2023-09-23T15:55:33+02:00,16 et 17 septembre,2023-09-16T10:00:00+02:00,2023-09-16T18:00:00+02:00,2023-09-17T10:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T10:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}, {""begin"": ""2023-09-17T10:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,87362435,"47.998145, -1.748264",Moulin du Boël,"Rocher, 35170 Bruz",,35047,35170,Bruz,Bretagne,Ille-et-Vilaine,https://www.ville-bruz.fr/event/journees-europeennes-du-patrimoine-visite-moulin-du-boel/,,Édifice maritime et fluvial,"Dans cette verte vallée, le Moulin du Boël trône au milieu d’une cluse entre Pont-Réan et les rives de Guichen. 
Construit en 1652, ce moulin à aubes en schiste rouge est l’un des plus anciens des alentours. Taillé en pointe, il a été bâti de la sorte pour mieux supporter les crues. Sa restauration date des années 60.",15 minutes de marche sont nécessaires pour accéder au lieu.,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
77343285,https://openagenda.com/jep/events/viste-du-technicentre-industriel-sncf-de-rennes,Le technicentre SNCF industriel de Rennes ouvre ses portes aux jeunes,L'atelier de maintenance industrielle ferroviaire de Rennes spécialisé dans la réparation des systèmes de freinage de notre flotte de trains ouvre ses portes aux jeunes....,"<p>L'atelier de maintenance industrielle ferroviaire de Rennes spécialisé dans la réparation des systèmes de freinage de notre flotte de trains ouvre ses portes aux jeunes.<br />Les cheminot.e.s présent.e.s sur site auront à cœur de présenter à la jeune génération leurs métiers et, qui sait, faire naître des vocations.<br />Voir les pièces que l'on répare, les outils performants à notre disposition, nos installations propices à la qualité de vie au travail, le technicentre offre ainsi l'opportunité de se projeter sur des métiers de demain grâce à cette journée du patrimoine dédiée à la jeunesse.</p>","Inscription à partir du 2 septembre 2023​ / (voir ci-dessous) - 
Rendez-vous sur https://patrimoine.sncf.com pour retrouver le programme complet des JEP SNCF.",,2023-09-15T11:48:17+02:00,"Vendredi 15 septembre, 09h00, 10h30",2023-09-15T09:00:00+02:00,2023-09-15T10:15:00+02:00,2023-09-15T10:30:00+02:00,2023-09-15T11:45:00+02:00,"[{""begin"": ""2023-09-15T09:00:00+02:00"", ""end"": ""2023-09-15T10:15:00+02:00""}, {""begin"": ""2023-09-15T10:30:00+02:00"", ""end"": ""2023-09-15T11:45:00+02:00""}]",mi,handicap moteur,26107324,"48.070573, -1.702789",Technicentre industriel de Rennes,"Rue des Champs Ruffaux, 35136, Saint-Jacques-de-la-Lande",,35281,35136,Saint-Jacques-de-la-Lande,Bretagne,Ille-et-Vilaine,,,"Première participation;Patrimoine ferroviaire, des transports et du génie civil",,"Présence de parking, possibilité de venir en transport (bus 59 et 72 - arrêt Vallon ou Mivoie suivant les horaires)",,6,23,Journées européennes du patrimoine 2023 : Bretagne,3301657
