Identifiant,URL,Titre,Description,Description longue,Détail des conditions,Mots clés,Dernière mise à jour,Résumé horaires,Première date - Début,Première date - Fin,Dernière date - Début,Dernière date - Fin,Code d'accessibilité,Accessibilité,Identifiant du lieu,Coordonnées géographiques,Nom du lieu,Adresse,Arrondissement,Code INSEE,Code postal,Ville,Région,Département,Pays,Site web du lieu,Liens du lieu,Tags du lieu,Description du lieu,Accès / Itinéraire,Lien d'accès en ligne,Age minimum,Age maximum,Agenda d'origine (titre),Agenda d'origine (uid),Catégorie,Nom du pays
18167060,https://openagenda.com/jep/events/les-sources-de-la-genealogie,Les sources de la généalogie,\- atelier fil rouge -,"- atelier fil rouge -<br>Les Archives de Rennes conservent de nombreux documents (état civil, recensements de population, listes électorales, etc.) incontournables pour retracer une histoire familiale. Venez découvrir les sources de la généalogie et ce que nous mettons en œuvre pour préserver ce précieux patrimoine !","Sans réservation, dans la limite des places disponibles.",,2025-07-25T09:05:28+02:00,"Dimanche 21 septembre, 10h30",2025-09-21T10:30:00+02:00,2025-09-21T16:30:00+02:00,2025-09-21T10:30:00+02:00,2025-09-21T16:30:00+02:00,mi,handicap moteur,76399901,"48.119676, -1.671044",Archives municipales,"18 Avenue Jules Ferry, 35700 Rennes, France",Thabor - Saint-Hélier - Alphonse Guérin,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.archives.rennes.fr,https://twitter.com/ArchivesRennes,Archives,,Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
23555826,https://openagenda.com/jep/events/lenvers-du-decor-3556233,L'envers du décor,\- visite guidée du bâtiment -,"- visite guidée du bâtiment -<br>Venez découvrir les coulisses du bâtiment des Archives de Rennes, les différentes facettes du métier d’archiviste et quelques documents remarquables.","Réservation obligatoire sur place, dans la limite des places disponibles.",,2025-07-25T09:05:28+02:00,"Dimanche 21 septembre, 10h30, 12h00, 13h00, 14h00, 15h00, 16h00",2025-09-21T10:30:00+02:00,2025-09-21T11:30:00+02:00,2025-09-21T16:00:00+02:00,2025-09-21T17:00:00+02:00,mi,handicap moteur,76399901,"48.119676, -1.671044",Archives municipales,"18 Avenue Jules Ferry, 35700 Rennes, France",Thabor - Saint-Hélier - Alphonse Guérin,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.archives.rennes.fr,https://twitter.com/ArchivesRennes,Archives,,Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
47961717,https://openagenda.com/jep/events/visites-en-famille-des-archives-de-rennes,Visites en famille des Archives de Rennes,\- Visite guidée du bâtiment -,- Visite guidée du bâtiment -<br>Venez visiter les Archives de Rennes accompagnés de vos enfants (6-12 ans). Découvrez les espaces habituellement inaccessibles au public et remontez le temps grâce aux archives !,"Réservation obligatoire sur place, dans la limite des places disponibles.",,2025-07-25T09:05:28+02:00,"Dimanche 21 septembre, 11h00, 14h30",2025-09-21T11:00:00+02:00,2025-09-21T12:00:00+02:00,2025-09-21T14:30:00+02:00,2025-09-21T15:30:00+02:00,mi,handicap moteur,76399901,"48.119676, -1.671044",Archives municipales,"18 Avenue Jules Ferry, 35700 Rennes, France",Thabor - Saint-Hélier - Alphonse Guérin,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.archives.rennes.fr,https://twitter.com/ArchivesRennes,Archives,,Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
75129104,https://openagenda.com/jep/events/larbre-photographique,L'arbre photographique,\- Atelier famille (à partir de 8 ans) -,"- Atelier famille (à partir de 8 ans) -<br>Venez, en famille, réaliser un arbre généalogique imaginaire ! Cet atelier ludique vous permettra de manipuler des photographies originales du 19e siècle à nos jours, d'en découvrir les procédés techniques utilisés au cours du temps et d'imaginer des histoires de famille derrière les images …","Réservations obligatoires sur place, dans la limite des places disponibles.",,2025-07-25T09:05:28+02:00,"Dimanche 21 septembre, 11h00, 14h30",2025-09-21T11:00:00+02:00,2025-09-21T12:30:00+02:00,2025-09-21T14:30:00+02:00,2025-09-21T16:00:00+02:00,mi,handicap moteur,76399901,"48.119676, -1.671044",Archives municipales,"18 Avenue Jules Ferry, 35700 Rennes, France",Thabor - Saint-Hélier - Alphonse Guérin,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.archives.rennes.fr,https://twitter.com/ArchivesRennes,Archives,,Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
76936029,https://openagenda.com/jep/events/exposition-la-vie-quotidienne-des-prisonniers-de-guerre-francais-en-allemagne,Exposition « La vie quotidienne des prisonniers de guerre français en Allemagne »,"Dans le cadre de leur programmation consacrée à la mémoire de l’année 1945 et de la libération des camps, labellisée « Mission Libération », les Archives départementales d’Ille-et-Vilaine accueillent…","Dans le cadre de leur programmation consacrée à la mémoire de l’année 1945 et de la libération des camps, labellisée « Mission Libération », les Archives départementales d’Ille-et-Vilaine accueillent l’exposition de l’association des descendants des anciens prisonniers de guerre des Stalags IX A, IX B, IX C et du Mémorial et Musée de Trutzhain, en partenariat avec l’ONaCVG.<br>La captivité de plus de 1 600 000 soldats français en Allemagne pendant la Seconde Guerre mondiale est largement méconnue. L’exposition fait connaître la réalité de cette captivité, en s’appuyant sur l’histoire du Stalag IX A Ziegenhain et sur la vie quotidienne des prisonniers dans ce Stalag et dans ses commandos de travail.<br>Plusieurs objets enrichissent l’exposition et un petit questionnaire est proposé aux plus jeunes.","Tout public – Salle de lecture /
L’exposition sera visible du 15 au 30 septembre aux Archives départementales d’Ille-et-Vilaine",,2025-07-25T10:58:07+02:00,20 et 21 septembre,2025-09-20T13:30:00+02:00,2025-09-20T18:00:00+02:00,2025-09-21T13:30:00+02:00,2025-09-21T18:00:00+02:00,,,78599250,"48.128973, -1.693851",Archives départementales d'Ille et Vilaine,"1 Rue Jacques Léonard, 35000 Rennes, France",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://archives.ille-et-vilaine.fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
90741045,https://openagenda.com/jep/events/visite-guidee-de-lexposition-temporaire-du-conservatoire-du-patrimoine-hospitalier-de-rennes,Visite guidée de l'exposition temporaire du Conservatoire du Patrimoine Hospitalier de Rennes,Des remèdes d’apothicaire aux médicaments du pharmacien,"<strong>Des remèdes d’apothicaire aux médicaments du pharmacien</strong><br>L’exposition retrace les grandes étapes de l’histoire de la pharmacie. La période antique met en lumière l’usage des plantes, animaux et minéraux comme bases thérapeutiques. Ce sont aussi différentes théories qui apparaissent comme celle des humeurs ou des signatures. Vous découvrirez une présentation des différentes formes de médicaments, de la naissance des pilules, à l’apparition des cachets et des premières ampoules. L’exposition aborde aussi bien l’allopathie dominante que l’homéopathie et se termine par les avancées récentes telles que les biotechnologies et la thérapie génique.",gratuit pour les Journées Européennes du Patrimoine,,2025-06-19T12:21:01+02:00,20 et 21 septembre,2025-09-20T10:30:00+02:00,2025-09-20T12:00:00+02:00,2025-09-21T15:30:00+02:00,2025-09-21T17:00:00+02:00,mi,handicap moteur,29683053,"48.120122, -1.680902",Conservatoire du Patrimoine Hospitalier de Rennes,"64 rue de Saint Malo 35000, Rennes",Thabor - Saint-Hélier - Alphonse Guérin,35238,35064,Rennes,Bretagne,Ille-et-Vilaine,FR,https://www.cphr.fr,,Urbanisme et espaces aménagés,"Le Conservatoire du Patrimoine Hospitalier de Rennes (CPHR) est une association créée en juin 2011 sous le régime de la loi du 1er juillet 1901, à l’objet de « fédérer les initiatives visant à l’identification, la collecte, la restauration, la préservation, la valorisation du patrimoine hospitalier régional de Bretagne. 
Elle assure la promotion des collections (5000 objets, documents écrits, numériques  et sonores, dont environ 1000 sont exposés) sous la forme de visites guidées, manifestations, conférences, prêts, publications à caractère pédagogique, social, culturel ou éducatif ».","Métro place Sainte Anne, bus ligne 31 arrêt ""Hôtel Dieu"", ligne 12 arrêt ""Square de la Rance"", parking souterrain Hoche. Accès personnes à mobilité réduite et ascenceur",,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
74759088,https://openagenda.com/jep/events/visite-insolite-resistants-de-lombre-rennes-pendant-loccupation-1940-1944,Visite insolite Résistants de l’ombre : Rennes pendant l’occupation 1940-1944,"Plongez dans le Rennes occupé de 1940 lors d’une visite immersive guidée par Louis, un journaliste breton en costume d’époque, résistant de la première heure.","Plongez dans le Rennes occupé de 1940 lors d’une visite immersive guidée par Louis, un journaliste breton en costume d’époque, résistant de la première heure.<br>Suivez ses pas dans les ruelles du centre historique pour découvrir les lieux emblématiques de la Résistance locale, entre réunions clandestines, missions d’espionnage et propagande anti-allemande.<br>À travers anecdotes et récits poignants, revivez le quotidien de ceux qui, sans armes mais avec courage, ont choisi de lutter contre l’occupant par la plume, l’information et la ruse.<br>Entre humour et émotion, Louis vous dévoile les dessous d’un engagement discret mais essentiel, incarné par des étudiants, artistes, journalistes et anonymes déterminés.<br><em>Visite de 1h30 menée par un guide conférencier en costume d'époque pour adultes et enfants à partir de 10 ans, sur réservation – tarifs préférentiels les samedi et dimanche.</em><br><em>Tarif promotionnel scolaire le vendredi.</em>","Tarif : 9 € (adulte), 5 € (étudiant - 25 ans, demandeurs d'emplois, jeunes de 10 à 17 ans). Groupes de 8 à 25 personnes. Scolaire : 95€. Visite menée en costume d'époque en petit groupes pour adultes et enfants de + de 10 ans. Réservation obligatoire.",,2025-07-11T20:26:44+02:00,19 - 21 septembre,2025-09-19T15:00:00+02:00,2025-09-19T16:30:00+02:00,2025-09-21T10:00:00+02:00,2025-09-21T11:30:00+02:00,mi,handicap moteur,47922365,"48.111001, -1.674563",Jardin du Palais Saint Georges - Rennes,"rue Gambetta, 35706 Rennes",Thabor - Saint-Hélier - Alphonse Guérin,35238,35706,Rennes,Bretagne,Ille-et-Vilaine,FR,,https://www.tourisme-rennes.com/sortir/palais-saint-georges/,"Espace naturel, parc, jardin;Château, hôtel urbain, palais, manoir",-,"Le départ de la visite se fait à l'entrée du jardin Saint-Georges, côté rue Gambetta.",,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
71128816,https://openagenda.com/jep/events/la-fontaine-saint-meen-et-lhopital-a-vezin-le-coquet,La fontaine Saint Méen et l’hôpital à Vezin le Coquet,L’histoire de la Fontaine St Méen et de l’hôpital.,"<strong>L’histoire de la Fontaine St Méen et de l’hôpital.</strong><br>relatée par le groupe histoire et patrimoine.<br>La <a href=""https://www.ville-vezinlecoquet.fr/medias/2022/11/fontaine-St-Meen-2022-09-16.pdf""><strong>fontaine Saint Méen</strong></a> est sans doute le lieu historique le plus ancien de Vezin-le-Coquet.<br>Selon le recteur Petipas (en 1844), « …le bourg de Vezin lui-même ne dût probablement sa formation qu’à l’humble fontaine… » et à l’église consacrée originellement à Saint Pierre-Saint Méen.<br>Entre histoire et légende, qui était Saint Méen ?<br>Saint Méen est né au pays de Galles en 540. L’occupation du pays par les Anglo-Saxons conduit les habitants à émigrer. L’arrivée en grand nombre de ces émigrants, dont Saint Méen, conforte le christianisme en Armorique. Vers l’an 600, Saint Méen fonde l’abbaye du même nom (Saint-Méen-le-Grand) près du lieu où il a fait jaillir une source miraculeuse « en plantant son bâton en terre » selon la légende. Il meurt en 617 à Gaël. Le culte de Saint Méen se développe durant tout le Moyen Âge. Il s’exprime à Vezin par l’édification d’une fontaine et de l’hôpital Saint Méen qui accueillait les pèlerins pauvres. On trouve aussi dans l’église, une statue en bois polychrome du XVIIIe siècle représentant Saint Méen.<br>La fontaine de Saint-Méen-le-Grand et celle de Vezin sont à classer parmi les fontaines miraculeuses et guérisseuses. Les eaux du Grand Saint Méen sont censées guérir certaines maladies cutanées dont le « mal de Saint Méen », sorte de gale très répandue au Moyen Âge.<br>On reconnaît aussi à la fontaine de Vezin « des vertus d’intercession contre les maladies de peau et les maladies d’yeux ». La fontaine serait devenue le but d’un pèlerinage par imitation du pèlerinage initial à Saint Méen. Le chemin de pèlerinage vers Saint- Méen-le-Grand passait par Vezin.<br>À la fin du XVIIIe siècle, la fontaine tombe en disgrâce auprès du clergé qui finit par supprimer le pèlerinage. La fontaine est connue pour ne jamais tarir. Pendant les sécheresses de 1949, 1959 et 1976, les Vezinois sont venus s’y approvisionner en eau.<br>Sa profondeur est de 3,50 m. C’est une fontaine-puits comme la plupart des fontaines en Bretagne.<br><em><strong>Vezin Histoire et Patrimoine [d’après différentes sources] &amp; Mairie de Vezin-le Coquet</strong></em>",RDV : Fontaine Saint Méen – Parc de Boaré,,2025-07-12T00:29:48+02:00,"Samedi 20 septembre, 15h00",2025-09-20T15:00:00+02:00,2025-09-20T17:00:00+02:00,2025-09-20T15:00:00+02:00,2025-09-20T17:00:00+02:00,,,43934813,"48.117157, -1.761344",Parc de Boaré,Boaré 35132 Vezin-le-Coquet,,35353,35132,Vezin-le-Coquet,Bretagne,Ille-et-Vilaine,FR,https://www.ville-vezinlecoquet.fr/patrimoine/,,"Espace naturel, parc, jardin",,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
52448246,https://openagenda.com/jep/events/visite-guidee-de-lhotel-de-prefecture-6829170,Visite guidée de l'hôtel de préfecture,"Chaque année, à l'occasion des Journées européennes du patrimoine, le préfet de la région Bretagne, préfet d'Ille-et-Vilaine, ouvre au public l'hôtel Michau de Ruberso, un hôtel particulier construit…","Chaque année, à l'occasion des Journées européennes du patrimoine, le préfet de la région Bretagne, préfet d'Ille-et-Vilaine, ouvre au public l'hôtel Michau de Ruberso, un hôtel particulier construit au cœur de Rennes en 1720 et remanié dans les années 1870. Un accueil privilégié est réservé aux visiteurs qui peuvent découvrir, sous la conduite d'un guide-conférencier de Destination Rennes, le bâtiment et ses jardins.<br><em>L'hôtel de la préfecture de région n’est pas adapté aux personnes circulant en fauteuil roulant et aux poussettes.</em>","Gratuit, Réservation obligatoire",,2025-07-21T14:35:37+02:00,"Samedi 20 septembre, 09h00, 14h00",2025-09-20T09:00:00+02:00,2025-09-20T12:00:00+02:00,2025-09-20T14:00:00+02:00,2025-09-20T18:00:00+02:00,,,38849290,"48.11347, -1.6749",Hôtel de la préfecture de région Bretagne,"1, rue Martenot, 35000, Rennes",Quartiers Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.bretagne.gouv.fr,https://twitter.com/bretagnegouv;https://www.facebook.com/prefetbretagne;https://www.pop.culture.gouv.fr/notice/merimee/IA35022164,"Villes et Pays d'art et d'histoire;Château, hôtel urbain, palais, manoir;Espace naturel, parc, jardin;Lieu de pouvoir, édifice judiciaire","Construit vers 1720 pour le sénéchal de Rennes, puis siège de l'intendance de Bretagne de 1770 à la Révolution, l'hôtel de Ruberso devient, dès le début de l'Empire, la résidence du Préfet. L'édifice, qui conserve jusqu'au milieu du XIXème siècle son plan en équerre et une physionomie sobre, est totalement métamorphosé vers 1875, date à laquelle d'importants travaux lui confèrent l'aspect d'un bâtiment officiel.",Métro Sainte-Anne (lignes a et b),,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
83883870,https://openagenda.com/jep/events/visite-de-la-peniche-spectacle,Visite de la Péniche Spectacle,"Embarquez à bord des Péniches La Dame Blanche et L’Arbre d’eau ! Construites à l’origine pour naviguer et transporter du sable, ces bateaux ont été transformés en 1985 en véritable salles de et lieu …","Embarquez à bord des Péniches La Dame Blanche et L’Arbre d’eau ! Construites à l’origine pour naviguer et transporter du sable, ces bateaux ont été transformés en 1985 en véritable salles de spectacle flottantes et lieu d’exposition. Depuis, elles accueillent artistes, publics et curieux-ses pour partager des moments de culture, de spectacles et d’émotions.<br>Venez découvrir l’histoire de leurs métamorphoses, les coulisses, le projet et échangez avec ceux et celles qui font vivre ces lieux chaque jour. Musiques, et autres clins d'œil culturels ponctueront les visites.",Accès libre et gratuit,,2025-06-17T18:56:20+02:00,"Samedi 20 septembre, 14h00",2025-09-20T14:00:00+02:00,2025-09-20T17:00:00+02:00,2025-09-20T14:00:00+02:00,2025-09-20T17:00:00+02:00,,,63406766,"48.109489, -1.686421",La Péniche Spectacle,30 quai Saint Cyr 35 000 Rennes,Bourg l'Évesque - La Touche - Moulin du Comte,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://penichespectacle.com/pages/la-peniche-spectacle-86.php#p86,https://openagenda.com/fr/p-niche-spectacle,"Lieu de culture, spectacles, sports et loisirs","Ce lieu nomade largue les amarres aux beaux jours pour naviguer sur les canaux d'Ille-et-Vilaine et de la Région. Ces escales artistiques permettent la rencontre de nouveaux publics.
A bord de la Péniche Spectacle réside également en permanence une compagnie de Théâtre : le Théâtre du Pré Perché",,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
87240979,https://openagenda.com/jep/events/le-centre-des-metiers-dart-de-rennes-ouvre-ses-portes-pour-les-journees-du-patrimoine,Le Centre des Métiers d'Art de Rennes ouvre ses portes,"A l’occasion des Journées Européennes du Patrimoine, la Cité Pierre Louail et les artisans du Centre des Métiers d’Art de Rennes ouvrent leurs portes.","A l’occasion des Journées Européennes du Patrimoine, la Cité Pierre Louail et les artisans du Centre des Métiers d’Art de Rennes ouvrent leurs portes.<br>Au programme, rencontre avec les professionnels des métiers d’Art invités (céramique, création textile, illustration, tissage, sculpture sur bois, sculpture en céramique, horlogerie...) visite des ateliers des résidents, démonstrations.<br>Quelques mots sur la Cité Pierre Louail :<br>Ancienne usine fondée en 1928, la Cité Pierre Louail est depuis 1988 un lieu dédié à l’artisanat d’art. On y confectionnait des landaus et jouets, aujourd’hui c’est un lieu où cohabitent 6 artisans d’Art qui y développent leur savoir-faire : ébénisterie, sculpture, céramique, création textile et design objets. Les artisans-résidents sont regroupés en association : Le Centre Métiers d’Art de Rennes. Cette association est à l’initiative de l’organisation de portes ouvertes de la Cité Pierre Louail à l’occasion de plusieurs rencontres tout au long de l’année.",Evènement gratuit,,2025-07-12T00:29:17+02:00,20 et 21 septembre,2025-09-20T10:00:00+02:00,2025-09-20T19:00:00+02:00,2025-09-21T10:30:00+02:00,2025-09-21T18:00:00+02:00,,,4435276,"48.096611, -1.65957",Cité Pierre Louail,"13-15 bd Franklin Roosevelt, 35200, Rennes",Francisco-Ferrer - Vern - Poterie,35238,35200,Rennes,Bretagne,Ille-et-Vilaine,FR,,https://www.instagram.com/citepierrelouail_rennes/,"Édifice industriel, scientifique et technique","La cité Pierre Louail fait partie du patrimoine industriel de la ville de Rennes ; ancienne usine de poussettes, elle accueille des professionnels de métiers d'art. 
Vous pourrez découvrir les secrets d'ateliers à l'occasion de ces journées, restauration de céramique, sculptures sur bois, céramiques, créations textiles…","parkings sur le boulevard, bus ligne 12 arrêt Adolphe Leray",,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
74235417,https://openagenda.com/jep/events/1153893,"""Nous sommes tous""",\- spectacle (à partir 12 ans) -,"- spectacle (à partir 12 ans) -<br>En 1986, Guillaume a 16 ans. « Première, deuxième, troisième génération, nous sommes tous des enfants d’immigrés ! » Mais elle vient d’où sa troisième génération à lui ? Il a besoin de le savoir. Alors il s’y met. Il se lance dans la généalogie. Pour savoir. D’où il vient. Le Brésil ? Le Mali ? La Suisse ? La Thaïlande ? Quel ailleurs ? En 2025 il a 55 ans, et beaucoup de choses à raconter.<br><em>Organisé en partenariat avec la Compagnie La Bricole.</em>","Gratuit, réservation obligatoire en ligne.",,2025-07-25T09:05:28+02:00,"Samedi 20 septembre, 18h00",2025-09-20T18:00:00+02:00,2025-09-20T19:30:00+02:00,2025-09-20T18:00:00+02:00,2025-09-20T19:30:00+02:00,mi,handicap moteur,76399901,"48.119676, -1.671044",Archives municipales,"18 Avenue Jules Ferry, 35700 Rennes, France",Thabor - Saint-Hélier - Alphonse Guérin,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.archives.rennes.fr,https://twitter.com/ArchivesRennes,Archives,,Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
24869914,https://openagenda.com/jep/events/escape-game-8471362,Escape-game,"Arriverez-vous à vous échapper de ce nouvel escape game au sein des Archives ? Oui, à condition de décrypter des énigmes et de résoudre des mystères en lien avec l’histoire et les archives…","Arriverez-vous à vous échapper de ce nouvel escape game au sein des Archives ? Oui, à condition de décrypter des énigmes et de résoudre des mystères en lien avec l’histoire et les archives…","Nombre limité de places / À partir de 10 ans (accompagné d’un adulte) - 
Durée entre 30 et 40 minutes - Sur inscription :",,2025-07-25T09:05:53+02:00,20 et 21 septembre,2025-09-20T13:30:00+02:00,2025-09-20T18:00:00+02:00,2025-09-21T13:30:00+02:00,2025-09-21T18:00:00+02:00,,,78599250,"48.128973, -1.693851",Archives départementales d'Ille et Vilaine,"1 Rue Jacques Léonard, 35000 Rennes, France",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://archives.ille-et-vilaine.fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
79462308,https://openagenda.com/jep/events/poussez-les-portes-des-archives-departementales-dille-et-vilaine,Poussez les portes des Archives départementales d'Ille-et-Vilaine,Suivez un∙e archiviste passionné∙e pour découvrir les secrets du bâtiment et des archives qui sont conservées dans ces murs.,"Suivez un∙e archiviste passionné∙e pour découvrir les secrets du bâtiment et des archives qui sont conservées dans ces murs.<br>Deux visites ludiques, adaptées aux enfants, seront proposées chaque après-midi.","Visites Jeune Public : Sur inscription à l’accueil le jour-même, enfants de 8 à 12 ans accompagnés d’un adulte ; Rdv dans le hall principal du bâtiment.",,2025-07-25T10:58:07+02:00,20 et 21 septembre,2025-09-20T13:30:00+02:00,2025-09-20T18:00:00+02:00,2025-09-21T13:30:00+02:00,2025-09-21T18:00:00+02:00,,,78599250,"48.128973, -1.693851",Archives départementales d'Ille et Vilaine,"1 Rue Jacques Léonard, 35000 Rennes, France",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://archives.ille-et-vilaine.fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
81525333,https://openagenda.com/jep/events/fleurs-revoltees-acier-hacke-naomi-maury,"Fleurs révoltées, Acier hacké - Naomi Maury","Le centre d'art contemporain 40mcube vous accueille à l'occasion des Journées européennes du patrimoine 2025, et vous pourrez découvrir l'exposition Fleurs révoltées, Acier hacké, de Naomi Maury.","Le centre d'art contemporain 40mcube vous accueille à l'occasion des Journées européennes du patrimoine 2025, et vous pourrez découvrir l'exposition <a href=""https://www.40mcube.org/fleurs-revoltees-acier-hacke-2/""><em>Fleurs révoltées, Acier hacké</em></a>, de Naomi Maury.<br>L'artiste crée un environnement immersif qu’elle imagine comme une forêt d’exosquelettes. Ses sculptures mêlent halos lumineux, os en céramique, formes tubulaires en inox cintré, et compositions sonores donnant à entendre des personnes en situation de handicap, des soignantes et soignants, et des travailleuses et travailleurs dont le corps a été abimé par leur métier. Elle interroge ainsi les notions de pouvoir et d’hybridation, invitant à réfléchir à nos corps et leurs évolutions.",,,2025-05-15T16:54:25+02:00,20 et 21 septembre,2025-09-20T14:00:00+02:00,2025-09-20T19:00:00+02:00,2025-09-21T14:00:00+02:00,2025-09-21T19:00:00+02:00,mi;hi;ii;vi;pi,"handicap moteur,handicap auditif,handicap intellectuel,handicap visuel,handicap psychique",21369635,"48.109752, -1.666246",40mcube,48 avenue Sergent Maginot 35000 Rennes,Thabor - Saint-Hélier - Alphonse Guérin,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://www.40mcube.org/,https://www.instagram.com/40mcube/;https://www.facebook.com/40mcube;https://fr.linkedin.com/company/40mcube,"Lieu de culture, spectacles, sports et loisirs","Venez découvrir les expositions présentées par 40mcube !

Le Centre d’art contemporain d’intérêt national 40mcube réunit à Rennes un espace d’exposition, un atelier de production d’œuvres, un lieu de résidence pour artistes et pour commissaires d’exposition, un organisme de formation professionnelle, et le bureau Bretagne de la Société des Nouveaux commanditaires.

40mcube produit des œuvres, les diffuse sous forme d’expositions ou d’interventions dans l’espace public, met en place des résidences d’artistes, accompagne la commande d’œuvres, en réalise la promotion et la médiation auprès des publics.

40mcube occupe à Rennes des locaux rassemblant un espace d’exposition de 170 m2, un atelier de production, des bureaux et des salles de réunion.","Métro : ligne B, station Saint-Germain ou ligne A, station République
Bus : lignes C4 ou C6, arrêt Pont de Châteaudun
Vélostar : station Pont de Châteaudun

Accessible pour les personnes à mobilité réduite",,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
33308181,https://openagenda.com/jep/events/le-centre-hospitalier-guillaume-regnier-un-patrimoine-architectural-en-evolution-charge-dhistoire-et-vecteur-dinnovations-au-service-du-soin,"Le Centre Hospitalier Guillaume Régnier, un patrimoine architectural en évolution, chargé d’histoire et vecteur d’innovations au service du soin.","Les équipes du CHGR vous ouvrent leurs portes pour une immersion unique. Partez à la découverte d’un patrimoine du XVIIème au XXIème siècle, au service du soin psychiatrique. Explorez d’anciens les à…","Les équipes du CHGR vous ouvrent leurs portes pour une immersion unique. Partez à la découverte d’un patrimoine du XVIIème au XXIème siècle, au service du soin psychiatrique. Explorez d’anciens bâtiments, découvrez les nouvelles unités à l’architecture audacieuse, et laissez-vous surprendre par des lieux insolites, tous pensés pour accompagner et apaiser. 
<ul>
<li><strong>Visite libre : 1 Parcours proposé</strong></li>
</ul>
 <em>de 13h à 17h, au départ du 108 avenue général Leclerc</em><br>Vous découvrirez la chapelle, d’anciennes et de nouvelles unités de soins des secteurs G04-G06 prouesse architecturale dédiées aux soins ou encore des expositions d’usagers (durée 1h30).<br>Vous pourrez aussi à la suite de la visite assister à la conférence de Cristobal Ramirez Norambuena, docteur en histoire des sciences, chargé de recherche au CHGR (durée 45 minutes). 
<ul>
<li><strong>Visite guidée : 2 créneaux d’1h30 proposés dans la limite de 30 personnes par départ :</strong></li>
</ul>
 <em>1er départ : 13h / 2ème départ : 14h</em> 
<ul>
<li><strong>Conférences de Cristobal Ramirez Norambueno sur le patrimoine du CHGR au CSTC</strong></li>
</ul>
 « L'architecture du Centre Hospitalier Guillaume Régnier : une histoire à bâtir »<br><em>à 14h50 et 16h15</em><br>----------------------------------------------------------------------------------------------<br><em>Accès métro ou bus : Bus : 67, 32, 10, C4, C5, C6</em><br><em>Accessibilité (PMR, déficients visuels, auditifs…) : Les personnes à mobilité réduite sont invitées à se faire connaitre au préalable auprès de la Direction communication (07 77 86 27 96) afin de faciliter leur accueil.</em>","Entrée libre - Gratuit / 
Pas de réservation mais dans la limite des places disponibles pour les visites guidées (30 personnes).",,2025-07-08T14:41:53+02:00,"Dimanche 21 septembre, 13h00",2025-09-21T13:00:00+02:00,2025-09-21T17:00:00+02:00,2025-09-21T13:00:00+02:00,2025-09-21T17:00:00+02:00,mi,handicap moteur,755564,"48.113079, -1.647583",Centre Hospitalier Guillaume Regnier,"108, avenue du général Leclerc,35000,Rennes",,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.ch-guillaumeregnier.fr,,Édifice hospitalier,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
