X,Y,objectid,nomstr,adr,ville,cp,web,tel,mail,equip,statut,nbani,jrhrouv,tarif,acc,acclib,deptech,rechemp,cpbur,cpweb,fabnum,demdemat,atcultnum,accindi,acccoll,createur,date_creation,editeur,der_date_edit,etiserv,etiacc,source,wifi,actj,actsen,actrechemp,actretempfem,actpersetr,acctspublic,cdag,etiact,globalid,idet,olundi,omardi,omercredi,ojeudi,ovendredi,osamedi,odimanche,hlundm,hlunfm,hlundam,hlunfam,hmardm,hmarfm,hmardam,hmarfam,hmerdm,hmerfm,hmerdam,hmerfam,hjeudm,hjeufm,hjeudam,hjeufam,hvendm,hvenfm,hvendam,hvenfam,hsamdm,hsamfm,hsamdam,hsamfam,hdimdm,hdimfm,hdimdam,hdimfam,hvac,parc_acces,parc_diag,parc_sensib,parc_assist,parc_former,parc_orient
359572.40420007,6793571.40110115,95,Club Informatique de Thorigné-Fouillard,2 rue de Rennes,THORIGNE-FOUILLARD,35235,https://www.citf.fr/,0299624959,yvette.veron@vzim.com,8 PC avce Internet - Imprimante - Scanner - Vidéoprojecteur,Structure associative,20,,Payant,,0,0,0,1,1,0,1,1,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées - Ateliers culture numérique (photo, réseaux sociaux)",Individuel et Collectif,,0,0,1,0,,0,1,7,Séniors,b659921e-6519-47a7-ada7-4207ba8d7e6d,EN-528-7-35235,1,1,1,1,1,0,0,09:30:00,14:00:00,,,09:30:00,14:00:00,,,09:30:00,14:00:00,,,09:30:00,14:00:00,,,09:30:00,14:00:00,,,,,,,,,,,1,1,0,0,0,0,0
343137.301200074,6783373.50380119,99,Espace jeunes,7 rue du champ fleuri,CHAVAGNE,35310,https://www.chavagne.fr/enfance-et-jeunesse/espace-jeunes/,0299642411,espace.jeunes@chavagne.fr,2 PC avec Internert,Collectivité publique,2,,Adhésion 5€,,1,0,0,0,0,0,0,0,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,Individuel et Collectif,,0,1,0,0,,0,0,7,Jeunes,e18eeffa-d279-4343-b47b-323cc426c481,EN-524-7-35310,0,0,1,0,1,1,0,,,,,,,,,,,14:00:00,19:00:00,,,,,,,17:00:00,22:00:00,,,14:00:00,18:00:00,,,,,1,0,0,0,0,0,0
352113.040000068,6788617.49920117,100,information jeunesse le 4 bis,"4 bis cours des alliés 
",RENNES,35000,https://www.le4bis-ij.com/,0299314748,contact@le4bis-ij.com,6 postes informatiques,Structure associative,0,"Le mardi de 13h à 20h Mercredi, jeudi et vendredi de 13h à 19h Le samedi de 14 à 18h",,,1,,1,1,1,,,,1,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre - Recherche d’emploi - Compétences bureautiques - Compétence de base internet,Individuel,DPT35,,,,,,,1,7,,36d6e374-b546-4319-8672-f47bf214354b,EN-280-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343134.504100074,6788459.00420117,108,Point Accueil Emploi du CIAS à l'Ouest de Rennes - Le Rheu,8 Rue du Docteur Wagner,LE RHEU,35650,https://www.cias-ouest-rennes.fr/pole-solidarite-emploi/point-accueil-emploi-pae/,0290023641,pae@cias-ouest-rennes.fr,2 PC avec Internet - Imprimante - Scanner,Collectivité publique,2,,Gratuit,,1,0,1,1,1,0,1,0,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre - Recherche d’emploi - Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées,Individuel et Collectif,,1,0,0,1,,0,0,7,Demandeurs d'emploi,f1d14a66-1bea-450e-bd30-9a19ef75bd44,EN-929-7-35650,1,0,0,0,1,0,0,09:00:00,12:00:00,,,,,,,,,,,,,,,09:00:00,12:00:00,,,,,,,,,,,0,0,0,0,0,0,0
343395.301600074,6783218.80180119,110,Mairie,4 rue de l'avenir,CHAVAGNE,35310,https://www.chavagne.fr/,0299642411,mairie@chavagne.fr,1 PC avec Internet,Collectivité publique,0,,Gratuit,,1,0,0,0,0,0,0,0,0,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,,,0,0,0,0,,0,1,7,,e8776963-abc9-41ca-8e16-b21109973ee3,EN-525-7-35310,1,1,1,1,1,1,0,09:00:00,12:00:00,,,09:00:00,12:00:00,,,09:00:00,12:00:00,,,09:00:00,12:00:00,,,09:00:00,12:00:00,,,09:00:00,12:00:00,,,,,,,0,0,0,0,0,0,0
338809.103000073,6785597.50080118,113,Point Accueil Emploi du CIAS à l'Ouest de Rennes - Mordelles,12 avenue de Lorient,MORDELLES,35310,https://www.cias-ouest-rennes.fr/pole-solidarite-emploi/point-accueil-emploi-pae/,0290023641,pae@cias-ouest-rennes.fr,3 PC avec Internet - Imprimante - Scanner,Collectivité publique,2,,Gratuit,,1,0,1,1,1,0,1,0,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre - Recherche d’emploi - Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées,Individuel et Collectif,,1,0,0,1,,0,0,7,Demandeurs d'emploi,85848afa-5d32-468e-9021-b692e8eb4777,EN-930-7-35310,0,1,0,1,0,0,0,,,,,09:00:00,12:00:00,,,,,,,09:00:00,12:00:00,,,,,,,,,,,,,,,0,0,0,0,1,0,0
355112.603900068,6797011.20350114,116,CCAS,28 avenue d'Armorique,BETTON,35830,https://www.betton.fr/accueil/guide-pratique/963-5202/centre-communal-daction-sociale-ccas,0299557953,ccas@betton.fr,2 PC  avec Internet,Collectivité publique,2,,Gratuit,,1,0,0,1,1,0,0,0,1,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre - Compétences bureautiques - Compétence de base internet,Individuel,,1,0,0,0,,0,1,7,,b572ae10-06da-4e7c-911c-3e8906c971fa,EN-526-7-35830,1,1,1,1,1,0,0,08:30:00,12:30:00,,,08:30:00,12:30:00,,,10:00:00,12:00:00,,,08:30:00,12:30:00,,,08:30:00,12:30:00,,,,,,,,,,,1,1,0,0,0,0,0
359631.00220007,6774730.60170121,119,Médiathèque l'Odyssée,1 parvis Antoine de Saint-Exupéry,CORPS-NUDS,35150,http://www.corps-nuds.fr/thematiques/culture/bibliotheque/,0299440357,bibliotheque@corps-nuds.fr,"2 PC avec internet, 1 imprimante scanner",Bibliothèque,0,,"impressions noir et blanc 20 centimes, 40 centimes en couleurs",,1,0,0,0,0,0,0,0,0,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,,,1,0,0,0,,0,0,7,,2d068f1a-af49-4e0a-9b5a-d0c49b197495,EN-475-7-35150,0,1,1,0,1,1,0,,,,,,,16:45:00,19:00:00,10:00:00,12:00:00,15:00:00,18:00:00,,,,,,,16:45:00,18:00:00,10:00:00,12:30:00,,,,,,,0,1,0,0,0,0,1
351553.622300068,6789456.47320117,123,Pôle Emploi Rennes Sud,"2B, avenue des Pays Bas",RENNES,35000,http://www.pole-emploi.fr,3949,,,Etablissement de l'Etat,0,"Du lundi au vendredi : 8h30-12h30 en accès libre - lundi, mardi, mercredi : 12h30-16h30 sur rendez-vous, vendredi : 12h30-15h30, jeudi après-midi fermé",,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,2cb0dd4f-3523-444a-b516-c3851c5b3a45,EN-428-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352185.044400068,6791342.60500116,126,Pôle Emploi Rennes Nord,"4, rue René Dumont",RENNES,35700,http://www.pole-emploi.fr,3949,,,Etablissement de l'Etat,0,"Du lundi au vendredi : 8h30-12h30 en accès libre - lundi, mardi, mercredi : 12h30-16h30 sur rendez-vous, vendredi : 12h30-15h30, jeudi après-midi fermé",,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,6cd5c099-60de-447a-9118-5bba21edda81,EN-426-7-35700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354027.804900067,6788680.16560117,130,Breizh-Entropy,48 bd villebois mareuil,RENNES,35000,http://breizh-entropy.org,,,,,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,503cf0bd-a7a7-4817-a834-730481548a1a,EN-294-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337011.645100068,6801959.32670113,131,Espace France services,1 Place des Frères Aubert,ROMILLE,35850,www.romille.fr,0230034266,france.services@romille.fr,1 PC avec internet en libre service. 1 copieur scanner accessible sur demande pour les démarches administratives,Collectivité publique,2,,,,1,1,1,1,1,1,1,0,1,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Accès libre - Dépannage technique - Recherche d’emploi - Compétences bureautiques - Compétence de base internet - Fabrication numérique (Fablab ,imprimante 3D,…) - Aide aux démarches administratives dématérialisées",Individuel,,1,,,,,,,7,,642e380a-8876-46a8-8be8-713b3c28ca86,EN-944-7-35850,1,1,1,1,1,0,0,09:45:00,12:30:00,,,08:45:00,12:30:00,,,09:30:00,,,18:30:00,08:45:00,12:30:00,,,08:00:00,12:45:00,14:00:00,17:45:00,,,,,,,,,0,1,1,1,1,1,1
351217.92390007,6788488.51510117,133,LabFab Hub Epitech,19-22 boulevard saint-conwoïon 1er étage,RENNES,35000,http://www.labfab.fr,,hubepitech@labfab.fr,,,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,aef50a8b-3816-41ce-9ddd-f1e66a68e14e,EN-287-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349197.086500066,6789903.63620117,138,Pôle Emploi Rennes Ouest,"5B, rue Pierre Joseph Colin",RENNES,35000,http://www.pole-emploi.fr,3949,SiteRennesOuest@pole-emploi.fr,,Etablissement de l'Etat,0,"Du lundi au vendredi : 8h30-12h30 en accès libre - lundi, mardi, mercredi : 12h30-16h30 sur rendez-vous, vendredi : 12h30-15h30, jeudi après-midi fermé",,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,f3c2a67f-d149-41c3-a914-cbc2495230ad,EN-425-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351181.614800068,6788733.14150117,143,Pôle Emploi Rennes Centre,"22, rue de Redon",RENNES,35000,http://www.pole-emploi.fr,3949,ale.rennesstlouis@pole-emploi.fr,,Etablissement de l'Etat,0,"Du lundi au vendredi : 8h30-12h30 en accès libre - lundi, mardi, mercredi : 12h30-16h30 sur rendez-vous, vendredi : 12h30-15h30, jeudi après-midi fermé",,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,bbce2ecd-b1ac-40d1-a6fa-2db3d3b3cdef,EN-424-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357757.203500073,6774182.70210121,145,Mairie,31 rue des Trois Marie,CORPS-NUDS,35150,https://ville-de-corps-nuds.fr/,0299440011,mairie@corps-nuds.fr,1 PC - Internet,Collectivité publique,1,,Gratuit,,1,0,0,0,0,0,0,0,1,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,Individuel,,0,0,0,0,,0,1,7,,0ae439e4-a1e2-41d9-810d-0c51c10ce5f6,EN-523-7-35150,1,1,1,1,1,1,0,09:00:00,12:00:00,14:30:00,17:00:00,09:00:00,12:00:00,,,09:00:00,12:00:00,14:30:00,17:00:00,09:00:00,12:00:00,,,09:00:00,12:00:00,14:30:00,17:00:00,09:00:00,12:00:00,,,,,,,0,0,0,0,0,0,0
353311.088200072,6791336.60050116,148,Espace Emploi - We Ker,272 Avenue général Georges S. Patton,RENNES,35000,https://we-ker.org/,0299780078,contact@we-ker.org,"4 ordinateurs, 1 imprimante",Structure associative,1,,Gratuit,Métro ligne B Arrêt Les Gayeulles ou Gros chêne - Bus C5 Arrêt Rochester ,1,0,1,0,0,0,0,0,1,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre - Recherche d’emploi,Individuel,,1,1,0,1,,0,0,7,Jeunes - Demandeurs d'emploi,7ab85477-ada4-494c-84e0-8c7a112b5441,EN-986-7-35000,1,1,0,1,1,0,0,,,14:00:00,17:00:00,,,14:00:00,17:00:00,,,,,,,14:00:00,17:00:00,,,14:00:00,17:00:00,,,,,,,,,0,1,0,0,0,0,1
349544.702400068,6794614.30160115,149,Médiathèque L'Embarc@dère,13 rue de la Motte,MONTGERMONT,35760,https://www.ville-montgermont.fr/bouger-sortir/mediatheque-lembarcdere/,0299237807,mediatheque@ville-montgermont.fr,"1 PC avec internet, 1 imprimante",Bibliothèque,0,,"impressions en noir et blanc 40 centimes, en couleurs 1,30 €",,1,0,0,0,0,0,0,0,0,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,,,0,0,0,0,,0,0,7,,f6ac0b26-98de-43d9-a149-8d763789f9ac,EN-476-7-35760,0,1,1,0,1,1,0,,,,,,,16:00:00,19:00:00,10:00:00,12:00:00,14:00:00,18:30:00,,,,,,,16:00:00,18:30:00,10:00:00,12:30:00,,,,,,,0,1,0,0,0,0,1
350537.519100072,6790990.11830116,151,Human Lab,2 avenue du bois labbé,RENNES,35000,http://myhumankit.org,,contact@myhumankit.org,,Structure associative,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,fd18075a-3ffb-4645-9563-ffecdcecb4ce,EN-290-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351867.197100068,6788519.30940117,154,Centre local d'information et de coordination de RENNES,"34, place du Colombier - Maison des Aînés et des Aidants",RENNES,35000,http://www.metropole.rennes.fr,0223622140,clic@ccasrennes.fr,,Structure associative,0,Au siège avec ou sans rendez-vous le lundi : 14h-17h et du mardi au vendredi : 9h-12h30 et 13h30-17h,,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,45f4e8d9-b7f1-4afd-83b7-923da9344b60,EN-441-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353589.64880007,6786539.46010118,158,Archipel Habitat - agence Rennes sud,4 place du Banat,RENNES,35200,http://www.archipel-habitat.fr,0299323815,contact@archipel-habitat.fr,,Collectivité publique,0,Lundi au vendredi : 8h30-17h,,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,7d8ba54d-49bc-45c5-9887-61f44bd71372,EN-499-7-35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353211.511900069,6790934.36750116,159,Archipel Habitat - agence Rennes nord,11A Place du Gros Chêne,RENNES,35700,http://www.archipel-habitat.fr,0299870087,contact@archipel-habitat.fr,,Collectivité publique,0,Lundi au vendredi : 8h30-17h,,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,0b7e9704-c08b-411c-9ef5-d2b83c183038,EN-498-7-35700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348384.167200069,6788807.50870117,162,Restos du Coeur - Relais du Coeur - siège administratif et entrepôt,"15B, rue de la Roberdière",RENNES,35000,http://www.restosducoeur.org,0299237030,ad35.siege@restosducoeur.org,,Structure associative,0,Permanences téléphonique du lundi au jeudi : 8h30-12h00 / 13h00-16h00. Vendredi : 8h30-12h30,,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,fd9e76f1-26a1-49f5-84c1-da081f561341,EN-458-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349137.715300071,6790470.17940117,166,Association de la Fondation Etudiante pour la Ville ( AFEV ),"8, rue de Quercy",RENNES,35000,http://www.afev-rennes.asso35.fr,0299657582,rennes@afev.org,,Structure associative,0,Du lundi au vendredi : 8h30-12h et 13h30-17h30 (17h le vendredi),,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,f735b70e-adfb-4985-8fe9-a59d93bf68a3,EN-443-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352157.954900066,6788451.96790117,174,SOS Familles Emmaüs,"11, boulevard de Beaumont",RENNES,35000,http://www.emmaus-france.org,0299858155,sosfamillesrennes35@gmail.com,,Structure associative,0,Permanence téléphonique mardi et jeudi : 14h-17h,,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,e3e6957f-4e72-4ff0-844b-94cf7a54db7f,EN-457-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
